,userId,user_vector,avg_rating,num_movies_rated
130,131,"[3.33333333 0.         0.         3.125      3.         3.4
 2.9        3.5        3.2        2.75       3.28571429 3.41666667
 3.04545455 0.         3.         0.         4.         2.
 4.         0.        ]",3.25,34
131,132,"[2.75862069 2.88888889 2.78       2.9375     3.05769231 3.13768116
 3.12       3.328125   3.22857143 2.95454545 3.20930233 3.2
 2.88888889 3.36666667 3.625      2.75       3.4        2.5
 3.875      0.        ]",3.0726256983240225,179
132,133,"[2.4        3.         3.         2.85714286 0.         3.25
 2.66666667 2.4        2.875      0.         3.         0.
 3.         3.         3.66666667 0.         0.         2.
 0.         0.        ]",2.888888888888889,18
133,134,"[3.14285714 3.5        3.5        3.14285714 4.         3.25
 3.6        3.8        3.42857143 0.         3.85714286 3.
 3.5        3.66666667 4.5        0.         5.         4.
 0.         0.        ]",3.526315789473684,19
134,135,"[3.45       3.33333333 3.375      3.6        3.84615385 3.43478261
 3.40909091 3.56521739 3.5        4.18181818 3.7826087  3.81818182
 3.32432432 4.5        4.16666667 5.         0.         4.
 0.         0.        ]",3.5806451612903225,155
135,136,"[3.08333333 3.         2.4        3.44444444 2.66666667 3.55555556
 3.12       3.83333333 3.5625     2.33333333 3.56521739 3.
 2.66666667 3.         4.         0.         2.5        2.5
 0.         0.        ]",3.3157894736842106,57
136,137,"[3.86666667 4.         4.         3.92105263 4.1        3.96428571
 3.84615385 3.72727273 3.8        4.08333333 4.0375     4.14285714
 3.61538462 4.         4.27777778 5.         3.5        4.
 3.66666667 0.        ]",4.0,68
137,138,"[4.75       5.         5.         5.         0.         2.5
 4.75       1.         1.83333333 0.         2.625      0.5
 4.75       0.         0.         0.         5.         0.
 0.         0.        ]",2.9285714285714284,7
138,139,"[2.17924528 2.39285714 2.15384615 2.09375    2.16666667 2.11111111
 2.07627119 2.05263158 1.85714286 1.38461538 1.953125   1.92307692
 1.97368421 2.16666667 2.4375     0.         2.07142857 2.66666667
 0.         0.        ]",2.0265486725663715,113
139,140,"[3.5        3.5        3.65       3.46052632 3.53846154 3.71929825
 3.42857143 3.47183099 3.38235294 3.875      3.64534884 3.18181818
 3.35714286 4.1        3.89189189 0.         4.66666667 3.875
 3.625      0.        ]",3.5549828178694156,291
140,141,"[3.7        3.75       3.78125    3.32407407 3.73529412 3.41666667
 3.51851852 3.53125    3.58823529 3.2        3.69642857 3.5
 3.75       3.2        3.5        0.         3.67857143 4.25
 2.5        0.        ]",3.4619565217391304,92
141,142,"[4.         5.         4.5        4.4        0.         4.
 3.3        3.6        3.66666667 0.         4.         0.
 3.         5.         5.         0.         5.         4.
 0.         0.        ]",3.8333333333333335,24
142,143,"[3.35       3.75       3.75       3.27631579 3.42857143 3.36538462
 2.7        0.         4.         0.         3.40909091 0.
 3.5        5.         4.5        0.         3.5        0.
 0.         0.        ]",3.2954545454545454,44
143,144,"[3.5952381  4.33333333 3.79166667 3.46969697 3.72222222 3.56521739
 3.4        3.65384615 3.42105263 3.         3.67857143 4.16666667
 3.         4.66666667 3.6        3.5        0.         4.
 0.         0.        ]",3.5555555555555554,72
144,145,"[3.25       4.33333333 4.33333333 3.42857143 4.5        3.33333333
 2.85714286 3.25       3.16666667 0.         3.2        0.
 2.66666667 4.         0.         0.         3.5        0.
 0.         0.        ]",3.1875,16
145,146,"[3.         3.5        3.         3.         3.         3.4
 3.         3.16666667 3.3        3.33333333 3.28571429 2.5
 4.         0.         3.         0.         3.         0.
 0.         0.        ]",3.1333333333333333,15
146,147,"[0.         3.         3.         3.71428571 3.         2.6
 2.9        4.25       4.75       4.5        3.08333333 0.
 4.         3.         2.75       0.         0.         4.5
 0.         0.        ]",3.4615384615384617,13
147,148,"[3.80555556 3.79166667 3.72222222 3.83333333 4.         4.2
 3.54545455 2.5        3.58333333 0.         3.61111111 3.16666667
 3.5        4.5        4.25       0.         3.875      0.
 0.         0.        ]",3.793103448275862,29
148,149,"[2.375      1.         2.5        2.83333333 1.         0.
 2.63157895 2.         2.66666667 3.         2.75       1.
 2.53571429 0.         5.         0.         0.         2.
 0.         0.        ]",2.566666666666667,30
149,150,"[3.33333333 0.         0.         3.25       0.         3.5
 3.4        3.66666667 3.33333333 0.         3.6        3.5
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",3.4166666666666665,12
150,151,"[3.81818182 4.2        3.7        3.85       4.         4.14285714
 3.83333333 4.5        3.33333333 1.         3.71428571 3.
 4.         3.33333333 0.         0.         0.         0.
 0.         0.        ]",3.7666666666666666,30
151,152,"[3.41666667 4.5        4.5        3.59090909 3.16666667 4.
 3.35       4.15       3.82142857 0.         4.         3.625
 3.66666667 3.5        3.75       4.5        3.25       0.
 4.         0.        ]",3.8870967741935485,31
152,153,"[1.31034483 1.69230769 1.4375     2.02272727 1.95833333 2.56451613
 1.         1.7        2.45454545 0.5        2.68852459 3.5
 1.8        2.5        1.3        1.         1.3        0.75
 2.5        0.        ]",2.173469387755102,98
153,154,"[4.64285714 4.64285714 5.         4.5        4.78571429 5.
 4.42857143 3.875      3.16666667 0.         5.         5.
 4.83333333 0.         4.5        0.         4.75       0.
 0.         0.        ]",4.521739130434782,23
154,155,"[3.625      3.6        3.28571429 3.58333333 3.2        4.
 3.75       3.6        3.75       4.         3.4        0.
 4.14285714 3.         4.         0.         0.         4.
 0.         0.        ]",3.6923076923076925,26
155,156,"[3.62903226 3.6875     3.4375     3.5047619  3.59090909 3.7254902
 3.4047619  3.98387097 4.1        4.         3.76404494 4.05882353
 3.55       4.0625     3.94444444 3.         4.         3.83333333
 4.5        0.        ]",3.681318681318681,182
156,157,"[3.         0.         2.66666667 3.11111111 3.         3.
 3.25       4.5        4.5        0.         3.85714286 0.
 3.         0.         5.         0.         0.         0.
 0.         0.        ]",3.466666666666667,15
157,158,"[3.         0.         2.5        3.         2.75       3.16666667
 3.16666667 3.25       3.35714286 3.625      3.5        4.
 4.         0.         0.         0.         0.         0.
 0.         0.        ]",3.142857142857143,14
158,159,"[3.61538462 3.77777778 3.875      3.48571429 4.16666667 3.27941176
 3.25       1.75       2.85714286 0.         3.11290323 0.
 2.3        3.625      3.5        0.         4.         0.
 0.         0.        ]",3.262295081967213,61
159,160,"[2.34722222 3.8        3.13793103 2.70967742 2.89393939 2.55357143
 2.18556701 2.93055556 2.46875    2.19047619 3.2012987  2.7
 2.49342105 3.72727273 3.90909091 0.         4.         3.
 5.         0.        ]",2.679372197309417,223
160,161,"[4.08333333 3.85714286 4.         3.63636364 3.2        3.07142857
 3.75       0.         3.5        0.         3.5        0.
 3.625      4.         0.         4.5        0.         0.
 0.         0.        ]",3.5833333333333335,18
161,162,"[4.         0.         0.         4.25       3.         4.
 3.75       4.6        4.         0.         4.27777778 0.
 4.         0.         4.66666667 0.         4.         4.
 0.         0.        ]",4.25,20
162,163,"[2.         0.         4.         3.28571429 0.         3.5
 3.         2.5        2.83333333 3.         3.2        2.75
 3.         0.         0.         0.         0.         0.
 3.         0.        ]",3.142857142857143,14
163,164,"[4.125      0.         3.         3.         3.         4.
 4.1875     3.66666667 3.85714286 4.         4.33333333 0.
 4.125      0.         0.         0.         0.         0.
 0.         0.        ]",4.055555555555555,18
164,165,"[3.83333333 4.         4.         3.45454545 0.         3.5
 3.69230769 3.7        3.72727273 4.         3.29411765 4.
 3.5        4.         3.5        0.         0.         3.33333333
 0.         0.        ]",3.5,32
165,166,"[3.90625    4.42857143 4.22222222 4.11538462 3.95833333 4.2
 3.875      4.22222222 4.02941176 3.91666667 4.21590909 4.09090909
 4.08333333 4.         4.08333333 3.5        4.42857143 4.5
 4.66666667 0.        ]",4.074257425742574,101
166,167,"[3.66666667 3.875      3.26923077 3.12962963 3.7826087  2.6875
 3.08       3.26470588 3.17647059 3.375      3.2826087  3.33333333
 3.32352941 2.9375     2.6        0.         4.0625     2.75
 4.5        0.        ]",3.302197802197802,91
167,168,"[3.5        4.5        4.25       4.05       4.33333333 4.3125
 4.4        4.65384615 4.43333333 2.25       4.55555556 4.83333333
 1.5        4.5        4.5        0.         0.         0.
 4.75       0.        ]",4.317073170731708,41
168,169,"[4.04411765 4.375      4.37037037 4.29651163 4.375      4.24528302
 3.825      4.125      3.76666667 4.         4.40350877 4.
 3.76666667 4.36538462 4.5        4.75       4.5        4.
 0.         0.        ]",4.2781456953642385,151
169,170,"[3.14285714 3.33333333 3.16666667 3.33333333 2.75       3.8
 3.33333333 3.         3.22222222 0.         3.85714286 0.
 3.33333333 3.33333333 4.         0.         3.         3.66666667
 0.         0.        ]",3.433333333333333,30
170,171,"[4.75       5.         5.         4.72727273 4.66666667 4.57142857
 4.5        5.         4.72727273 4.5        4.75       4.6
 5.         5.         0.         0.         0.         4.75
 0.         0.        ]",4.705882352941177,34
171,172,"[3.6        3.5        3.5        4.16666667 4.         5.
 3.75       0.         3.75       3.25       3.85714286 0.
 0.         3.5        3.66666667 0.         0.         3.5
 0.         0.        ]",3.8076923076923075,13
172,173,"[3.2        3.         3.         3.125      3.         3.5
 3.         2.33333333 2.6        0.         3.42857143 0.
 3.33333333 3.         4.         0.         3.         0.
 0.         0.        ]",3.2777777777777777,18
173,174,"[3.90909091 3.5        3.25       3.64705882 3.66666667 3.83333333
 3.8125     3.         3.57142857 2.         3.76470588 4.
 3.42857143 3.5        3.         0.         4.         4.5
 0.         0.        ]",3.642857142857143,42
174,175,"[0.     0.     5.     4.375  0.     4.6    0.     0.     0.5    0.5
 4.4375 0.     0.     4.25   0.     0.     0.     0.     0.     0.    ]",3.8846153846153846,13
175,176,"[4.11111111 0.         0.         3.42857143 3.         4.
 4.08333333 3.4        3.88888889 0.         4.11111111 0.
 4.33333333 0.         4.5        0.         4.         4.25
 0.         0.        ]",3.9523809523809526,21
176,177,"[3.232      3.59615385 3.23943662 3.26444444 3.45625    3.51086957
 3.09583333 3.44666667 3.37727273 2.9375     3.63488372 3.78787879
 3.14393939 3.6        3.55       4.5        3.80645161 3.55555556
 2.875      0.        ]",3.3794117647058823,510
177,178,"[4.08333333 3.         3.         3.9        3.         3.9
 3.95833333 4.125      4.23076923 4.25       4.3        4.5
 4.3        2.         4.5        3.75       3.25       4.5
 0.         0.        ]",4.0256410256410255,39
178,179,"[3.54545455 4.         4.         3.5        3.5        4.
 3.66666667 3.5        4.         0.         4.16666667 3.
 3.66666667 0.         5.         0.         0.         4.
 0.         0.        ]",3.7027027027027026,37
179,180,"[3.66666667 0.         0.         3.25       4.         3.
 4.         4.5        4.         0.         3.66666667 0.
 3.5        0.         3.5        0.         0.         0.
 3.5        0.        ]",3.5,9
180,181,"[3.25       3.33333333 3.42857143 2.88888889 3.5        3.13333333
 2.90909091 2.76923077 3.         2.5        3.26923077 3.
 2.42857143 3.2        3.4        0.         0.         2.25
 0.         0.        ]",2.9692307692307693,65
181,182,"[3.13020833 3.28125    2.97222222 3.49044586 3.32653061 3.65217391
 3.08712121 3.64893617 3.37412587 3.15517241 3.8206278  3.93589744
 3.0872093  3.63333333 4.05769231 3.6        3.         3.625
 4.22222222 0.        ]",3.486051502145923,466
182,183,"[3.77777778 0.         0.         3.75       0.         4.5
 4.         3.5        3.83333333 4.5        4.25       0.
 3.33333333 0.         4.66666667 0.         0.         4.
 0.         0.        ]",3.96,25
183,184,"[3.6        3.3        3.16666667 3.41666667 3.14285714 4.
 3.66666667 3.64285714 3.90909091 3.33333333 3.775      4.16666667
 3.9047619  0.         3.75       4.5        4.16666667 0.
 0.         0.        ]",3.6538461538461537,65
184,185,"[3.4        3.5        3.28571429 3.36363636 3.66666667 3.44444444
 0.         3.         3.75       2.         3.6        5.
 0.         3.8        0.         0.         4.         0.
 0.         0.        ]",3.5238095238095237,21
185,186,"[4.05769231 4.2        4.2        4.12820513 4.         4.2173913
 4.09302326 4.         4.03125    3.88888889 4.05714286 4.42857143
 4.08510638 4.36363636 3.66666667 4.         5.         4.5
 4.         0.        ]",4.084033613445378,119
186,187,"[2.77083333 4.5        1.5        3.43333333 4.125      3.3
 2.9375     3.75       3.54545455 4.27272727 3.76428571 4.03846154
 3.         4.5        3.64285714 3.75       1.5        0.75
 4.5        0.        ]",3.5833333333333335,114
187,188,"[0.         4.5        4.5        4.38461538 4.5        4.11111111
 4.         0.         5.         0.         4.30769231 4.66666667
 0.         4.55555556 5.         0.         0.         4.
 5.         0.        ]",4.423076923076923,26
188,189,"[4.16666667 4.25       4.25       4.         4.         4.
 4.         4.         4.25       0.         4.2        4.5
 4.5        0.         4.         0.         4.         0.
 0.         0.        ]",4.071428571428571,7
189,190,"[4.05555556 3.5        3.5        3.38888889 4.41666667 3.85714286
 3.83333333 3.68181818 3.70833333 0.         3.88095238 4.
 3.71428571 3.5        4.         3.         4.4        0.
 4.         0.        ]",3.789473684210526,38
190,191,"[3.         4.5        3.75       3.78571429 4.5        3.25
 2.8        4.2        3.16666667 0.         3.79166667 1.
 2.33333333 0.         3.         5.         0.         0.
 5.         0.        ]",3.5641025641025643,39
191,192,"[4.33333333 0.         0.         4.25       0.         4.66666667
 4.         3.66666667 4.         0.         4.125      4.
 4.         0.         4.         0.         5.         4.
 0.         0.        ]",4.076923076923077,13
192,193,"[3.4        3.5        2.         2.92857143 2.75       3.5
 3.5        4.         4.         5.         4.1        4.5
 3.5        0.         3.         0.         0.         0.
 0.         0.        ]",3.676470588235294,17
193,194,"[3.5   2.    2.    3.5   0.    3.    3.375 3.5   3.5   3.5   3.4   3.5
 3.5   2.    4.5   0.    0.    3.    3.5   0.   ]",3.409090909090909,11
194,195,"[3.63157895 3.         3.66666667 3.71428571 3.2        3.72727273
 3.31818182 3.75       3.4        3.2        3.6        3.3
 3.5        0.         3.75       0.         4.         3.5
 3.         0.        ]",3.5625,96
195,196,"[3.85714286 4.         4.         3.5        2.         0.
 3.71428571 4.5        3.66666667 0.         3.6875     2.
 3.625      0.         3.25       0.         4.25       0.
 0.         0.        ]",3.7666666666666666,15
196,197,"[4.5        0.         0.         4.         0.         4.5
 3.625      4.25       3.57142857 2.         3.75       0.
 4.25       0.         3.         0.         0.         0.
 0.         0.        ]",3.8666666666666667,15
197,198,"[3.5        4.         3.75       3.39393939 3.         3.62068966
 3.19230769 3.57142857 3.27027027 2.5        3.68852459 3.16666667
 3.18181818 0.         4.125      0.         3.         4.5
 3.33333333 0.        ]",3.4017094017094016,117
198,199,"[3.69565217 0.         2.         3.44285714 3.41666667 3.11627907
 3.40243902 3.52380952 3.10714286 2.85714286 3.58962264 3.16666667
 2.66666667 0.         4.15       3.25       2.83333333 4.1
 4.         0.        ]",3.438888888888889,180
199,200,"[3.59433962 2.9375     2.9375     3.8        3.46153846 3.8046875
 3.62727273 4.01851852 3.83333333 4.         3.73529412 4.41666667
 3.44642857 4.         3.8125     0.         3.77777778 3.5
 5.         0.        ]",3.7463054187192117,203
200,201,"[3.8        4.         4.25       4.22222222 3.77777778 4.125
 3.8125     4.         3.33333333 0.         4.33333333 3.5
 3.6875     4.         5.         0.         4.         3.5
 1.         0.        ]",4.017241379310345,58
201,202,"[3.74468085 4.         4.1        3.68518519 4.17647059 3.83333333
 3.57746479 3.72       3.65217391 4.         3.88541667 3.85714286
 3.65714286 3.75       4.21428571 4.         4.         3.57142857
 3.5        0.        ]",3.7754010695187166,187
202,203,"[3.65       4.         4.         3.22222222 3.6        3.5
 3.72727273 3.875      3.65       4.         4.16666667 4.
 3.58333333 0.         4.75       0.         3.66666667 0.
 0.         0.        ]",3.56,25
203,204,"[3.8125     3.68181818 3.6        3.86666667 4.         4.5
 4.22727273 4.41666667 4.42307692 3.5        4.28571429 4.5
 3.8        0.         4.5        0.         3.66666667 0.
 4.         0.        ]",4.130952380952381,42
204,205,"[3.77777778 4.         4.         4.         3.83333333 3.5
 3.8125     4.5        3.83333333 0.         3.625      4.
 4.         0.         4.         0.         3.78571429 0.
 0.         0.        ]",3.764705882352941,17
205,206,"[3.83333333 5.         4.33333333 4.         4.33333333 4.5
 3.4        0.         3.4        0.         4.66666667 4.
 4.         4.         0.         0.         0.         5.
 0.         0.        ]",4.071428571428571,14
206,207,"[2.66666667 0.         0.5        2.25       2.33333333 5.
 3.66666667 3.5        4.         0.         3.125      0.
 2.25       0.         0.         0.         0.         0.
 0.         0.        ]",3.0,11
207,208,"[3.33333333 0.         0.         4.         0.         4.
 3.44444444 2.         2.57142857 0.         3.4        2.
 3.5        0.         4.5        0.         0.         0.
 0.         0.        ]",3.3076923076923075,13
208,209,"[4.5        4.         4.         4.625      4.5        4.125
 4.6875     4.64285714 4.3125     1.5        4.26470588 4.7
 5.         0.         4.5        0.         4.83333333 0.
 0.         0.        ]",4.35,20
209,210,"[4.13157895 4.05       3.95238095 3.85714286 3.71052632 4.375
 4.04411765 3.75       4.07142857 3.5        3.86666667 4.25
 4.20408163 0.         4.5        0.         4.15625    0.
 0.         0.        ]",4.044871794871795,78
210,211,"[3.82352941 4.         4.         4.1        3.9        3.58333333
 3.78846154 4.15384615 3.65217391 4.         3.93181818 3.5
 3.64285714 4.16666667 3.875      0.         4.375      0.
 0.         0.        ]",3.782608695652174,46
211,212,"[3.59090909 3.76666667 3.66666667 3.64150943 3.68421053 3.59090909
 3.52380952 3.7        3.43333333 3.375      3.61458333 3.66666667
 3.46428571 4.         3.42857143 0.         3.5        3.83333333
 4.         3.5       ]",3.593984962406015,133
212,213,"[3.81578947 4.16666667 3.9375     3.8125     3.77272727 4.16666667
 3.95454545 3.7        3.65909091 3.36363636 3.89285714 3.25
 3.9        5.         3.875      0.         3.6        0.
 0.         0.        ]",3.7777777777777777,54
213,214,"[2.75       3.         3.         3.         3.         2.6
 2.5        3.         2.66666667 0.         2.8        3.
 0.         3.         0.         0.         0.         0.
 0.         0.        ]",2.8181818181818183,11
214,215,"[3.92857143 0.         0.         3.76086957 4.16666667 3.88888889
 3.77777778 3.66666667 3.8        2.5        4.01724138 3.58333333
 3.5        0.         4.1        5.         4.         0.
 4.         0.        ]",3.89,50
215,216,"[3.875      3.66666667 3.66666667 3.6        3.58333333 3.66666667
 3.5        3.92307692 3.75       0.         3.48484848 4.6
 3.         3.69230769 3.         0.         0.         4.5
 4.2        0.        ]",3.6341463414634148,82
216,217,"[2.94318182 2.83333333 2.75757576 2.56390977 2.6        2.45714286
 2.83453237 2.85185185 2.92134831 2.76923077 2.75555556 3.
 2.87096774 3.         2.625      0.         0.         2.83333333
 3.         0.        ]",2.758169934640523,306
217,218,"[2.8        0.         0.         3.35714286 2.         3.66666667
 3.         4.5        3.375      4.         4.         3.5
 2.75       3.         5.         0.         3.         0.
 4.5        0.        ]",3.2142857142857144,14
218,219,"[2.94382022 3.275      2.62       3.06779661 3.         3.08974359
 2.94444444 3.38607595 3.24545455 3.25       3.38554217 3.75
 2.91176471 3.41666667 2.83333333 3.25       3.125      4.25
 4.08333333 0.        ]",3.085858585858586,297
219,220,"[3.7254902  4.21875    4.         4.01162791 3.97058824 4.1875
 3.57017544 4.11111111 3.53846154 3.         4.08823529 3.5
 3.51612903 4.75       4.25       0.         3.86363636 4.66666667
 0.         0.        ]",3.8445378151260505,119
220,221,"[3.8        0.         2.         4.06034483 4.0625     4.17857143
 3.7962963  4.25       4.24074074 4.5        4.32142857 4.46666667
 3.9        4.         4.30769231 4.625      2.5        3.95454545
 4.44444444 0.        ]",4.176666666666667,150
221,222,"[3.13157895 3.375      2.4        3.07758621 3.16666667 2.90740741
 3.19512195 3.22222222 3.19642857 2.66666667 3.27586207 3.25
 3.46666667 3.5        3.36363636 3.         3.66666667 3.75
 3.         0.        ]",3.173076923076923,130
222,223,"[3.5        4.         3.25       3.3125     3.21428571 3.57692308
 3.46428571 3.5        3.11538462 1.         2.94444444 3.3
 3.5        4.         3.25       0.         3.33333333 3.
 4.         0.        ]",3.175,40
223,224,"[5.         4.         4.         4.5        4.8        4.47368421
 2.5        0.         3.33333333 1.         4.3        5.
 5.         0.         5.         0.         0.         0.
 0.         0.        ]",4.3,30
224,225,"[3.66666667 4.         4.         3.70967742 4.         3.57142857
 3.66666667 3.75       3.5        3.41666667 3.88888889 3.33333333
 3.4        4.         0.         0.         0.         0.
 0.         0.        ]",3.6904761904761907,42
225,226,"[3.48484848 3.47368421 3.375      3.55952381 3.40425532 3.39215686
 3.2704918  3.64285714 3.25       2.86956522 3.57291667 3.38636364
 3.25       3.4375     3.41666667 3.5        4.125      3.41666667
 0.         0.        ]",3.462068965517241,290
226,227,"[4.05       4.33333333 4.5        4.35       3.5        4.05
 3.95454545 4.22222222 4.28125    0.         4.25806452 4.2
 4.15       4.5        4.4        4.         3.8        4.5
 4.         0.        ]",4.173913043478261,46
227,228,"[3.5        3.5        4.         2.         0.         4.
 3.625      3.5        3.6875     3.83333333 3.         0.
 3.85714286 0.         4.         0.         0.         0.
 0.         0.        ]",3.5416666666666665,12
228,229,"[3.81818182 5.         3.66666667 3.61111111 3.66666667 3.88888889
 3.85714286 3.83333333 3.66666667 0.         3.92857143 4.
 3.75       0.         5.         0.         5.         3.
 0.         0.        ]",3.72972972972973,37
229,230,"[3.24       2.6        2.46875    2.90322581 3.125      2.77777778
 3.15151515 2.6        3.08333333 2.75       2.54545455 3.
 3.16666667 2.375      2.25       0.         2.875      0.
 0.         0.        ]",2.88125,80
230,231,"[4.33333333 0.         0.         3.66666667 0.         3.5
 4.5        4.5        4.         4.5        3.6        0.
 4.         0.         0.         0.         3.         0.
 0.         0.        ]",3.8,10
231,232,"[3.16942149 3.07142857 2.99152542 3.12962963 3.0859375  3.27647059
 3.2969697  3.47402597 3.31294964 2.9375     3.50903614 3.47222222
 3.27027027 3.13793103 3.96666667 3.57142857 3.62       3.66666667
 4.5        0.        ]",3.2651356993736953,479
232,233,"[3.02631579 3.5        3.41666667 3.3        3.31818182 3.6
 2.9375     3.31578947 3.         4.         3.45       3.2
 2.84615385 3.16666667 3.5        0.         2.8125     3.5
 3.         0.        ]",3.2364864864864864,74
233,234,"[3.54716981 3.7        3.4        3.41463415 3.38461538 4.3
 3.40740741 3.57142857 3.625      3.75       3.86206897 3.75
 3.375      4.3        2.         0.         0.         3.83333333
 0.         0.        ]",3.457943925233645,107
234,235,"[3.         3.5        3.5        3.44444444 0.         3.90909091
 3.18181818 3.5        3.4        0.         4.         3.
 2.8        3.5        4.25       0.         5.         2.
 0.         0.        ]",3.5526315789473686,38
235,236,"[5.         0.         0.         4.2        4.33333333 4.
 5.         4.5        3.25       3.28571429 3.5        4.
 3.5        0.         0.         0.         0.         0.
 0.         0.        ]",3.8333333333333335,18
236,237,"[3.2        0.         0.         3.11111111 3.         3.1
 3.25       3.33333333 3.41666667 0.         3.5        3.16666667
 3.1        0.         3.         0.         0.         0.
 0.         0.        ]",3.282608695652174,23
237,238,"[2.         0.         1.66666667 3.75       0.         4.33333333
 3.90909091 4.16666667 4.         0.         3.5        4.
 2.         0.         4.4        0.         0.         3.5
 4.         0.        ]",3.6,25
238,239,"[3.86458333 4.         4.         3.82       3.85       3.84782609
 3.87142857 4.19444444 3.91509434 3.4        4.15217391 4.07142857
 3.77142857 3.66666667 4.40909091 4.16666667 3.83333333 3.9
 3.75       0.        ]",3.9430379746835444,158
239,240,"[3.73913043 3.75       3.73333333 4.         3.75       4.
 3.89285714 3.25       3.76470588 0.         3.75       4.
 3.8        3.75       4.5        0.         4.         4.75
 0.         0.        ]",3.887323943661972,71
240,241,"[3.9        4.         3.5        3.95       3.5        4.
 3.8125     3.         3.33333333 2.         3.94285714 4.
 4.33333333 4.5        3.5        0.         4.25       4.
 0.         0.        ]",3.9375,40
241,242,"[3.14285714 3.         3.         3.22222222 3.         3.
 3.         3.4        3.66666667 0.         3.6        0.
 3.33333333 3.         3.5        0.         3.         3.33333333
 0.         0.        ]",3.35,20
242,243,"[4.         3.         3.         3.75       3.33333333 3.75
 4.2        4.         4.5        0.         4.16666667 5.
 4.33333333 3.         4.25       0.         3.         0.
 0.         0.        ]",4.083333333333333,24
243,244,"[4.08333333 0.         0.         4.09090909 4.         4.125
 3.71428571 3.28571429 3.72727273 4.         3.88461538 4.
 4.         0.         4.25       0.         0.         5.
 3.         0.        ]",3.9375,48
244,245,"[0.         0.         0.         3.         0.         3.
 0.         1.         1.         0.         2.5        1.
 0.         0.         3.         2.66666667 0.         0.
 0.         0.        ]",2.4444444444444446,9
245,246,"[4.3        4.65384615 4.64285714 4.25       4.34210526 4.28
 4.38709677 4.27272727 4.38       4.16666667 4.13333333 4.46428571
 4.28947368 3.5        4.25       0.         4.35       4.5
 5.         0.        ]",4.23404255319149,94
246,247,"[3.45454545 3.6        3.40909091 3.5        3.57692308 3.40625
 3.60294118 3.65       3.8        0.         3.77027027 4.25
 3.41304348 3.33333333 4.25       0.         3.9        3.5
 3.         0.        ]",3.6202531645569622,79
247,248,"[3.65       3.5        3.5        3.9375     3.875      4.5
 3.79411765 4.5        3.91666667 0.         3.         4.5
 3.70588235 0.         0.         0.         3.25       0.
 0.         4.        ]",3.716666666666667,30
248,249,"[3.65322581 3.7755102  3.53571429 3.53174603 3.58433735 3.65217391
 3.66034483 3.75446429 3.65502183 3.38095238 3.86683417 3.76415094
 3.68300654 3.54166667 3.83333333 3.75       3.6484375  3.88888889
 4.5        0.        ]",3.6630094043887147,638
249,250,"[4.         4.5        4.5        3.4        4.5        4.75
 3.         5.         4.25       4.5        4.61111111 4.5
 4.5        5.         0.         0.         0.         0.
 0.         0.        ]",4.166666666666667,15
250,251,"[0.  2.5 2.5 5.  0.  5.  5.  4.9 4.9 0.  4.7 5.  0.  0.  5.  0.  0.  0.
 0.  0. ]",4.7272727272727275,11
251,252,"[4.27272727 4.32142857 4.375      4.21875    4.22222222 4.25
 3.85714286 3.5        3.5        0.         4.22222222 4.
 4.         4.         0.         0.         4.16666667 0.
 0.         0.        ]",4.211538461538462,26
252,253,"[0.         4.5        0.         4.38888889 4.5        3.5
 0.         4.75       4.75       0.         4.31818182 0.
 0.         4.75       0.         4.5        0.         0.
 0.         0.        ]",4.411764705882353,17
253,254,"[3.77777778 4.33333333 4.25       3.75       4.16666667 3.71428571
 3.76       4.05555556 3.75925926 3.83333333 4.08064516 3.95833333
 3.53571429 4.         4.7        4.         4.125      0.
 4.75       0.        ]",3.90625,64
254,255,"[1.5        2.         1.33333333 2.82352941 1.         1.4
 3.         5.         5.         0.         1.         0.
 1.         2.         5.         1.         0.         1.
 0.         0.        ]",2.409090909090909,22
255,256,"[3.95945946 3.95833333 3.875      3.85416667 3.8        4.02380952
 3.97368421 4.09090909 3.875      4.1        4.03571429 4.
 3.98648649 4.         4.25       0.         4.         4.5
 0.         0.        ]",3.9615384615384617,104
256,257,"[3.25       3.5        3.5        3.25       3.5        3.16666667
 3.4        3.375      3.66666667 0.         3.5        4.
 4.         3.75       0.         0.         0.         2.5
 0.         0.        ]",3.272727272727273,11
257,258,"[3.6   5.    5.    5.    5.    5.    3.6   5.    3.625 0.    4.75  4.5
 3.5   0.    2.25  0.    0.    0.    0.    0.   ]",4.2272727272727275,11
258,259,"[2.95       4.         3.4        4.         3.4        4.6
 2.58333333 4.         2.25       0.         4.16666667 0.
 2.375      5.         0.         0.         0.         0.
 0.         0.        ]",3.4473684210526314,19
259,260,"[3.35714286 3.25       4.         3.80555556 4.         3.42307692
 3.42857143 3.76190476 3.92105263 3.28571429 3.72619048 3.625
 3.85714286 4.         4.         3.875      0.         0.
 3.         0.        ]",3.7777777777777777,72
260,261,"[4.         1.5        1.5        3.19230769 2.33333333 5.
 3.45833333 3.6        3.92857143 0.         4.0625     4.33333333
 4.5        1.         3.75       0.         4.25       4.
 0.         0.        ]",3.6,30
261,262,"[3.         2.5        2.5        3.1        4.         2.66666667
 3.         3.5        3.33333333 0.         3.         3.
 0.         2.5        0.         0.         0.         0.
 3.         0.        ]",3.0,23
