movieId,title,genres
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
3441,Red Dawn (1984),Action|Drama|War
3444,Bloodsport (1988),Action
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3450,Grumpy Old Men (1993),Comedy
3451,Guess Who's Coming to Dinner (1967),Drama
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3461,Lord of the Flies (1963),Adventure|Drama|Thriller
3462,Modern Times (1936),Comedy|Drama|Romance
3466,Heart and Souls (1993),Comedy|Fantasy
3467,Hud (1963),Drama|Western
3470,Dersu Uzala (1975),Adventure|Drama
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3476,Jacob's Ladder (1990),Horror|Mystery
3477,Empire Records (1995),Comedy|Drama
3479,Ladyhawke (1985),Adventure|Fantasy|Romance
3481,High Fidelity (2000),Comedy|Drama|Romance
3489,Hook (1991),Adventure|Comedy|Fantasy
3494,True Grit (1969),Adventure|Drama|Western
3498,Midnight Express (1978),Drama
3499,Misery (1990),Drama|Horror|Thriller
3504,Network (1976),Comedy|Drama
3505,No Way Out (1987),Drama|Mystery|Thriller
3510,Frequency (2000),Drama|Thriller
3512,Return to Me (2000),Drama|Romance
3513,Rules of Engagement (2000),Drama|Thriller
3519,Force 10 from Navarone (1978),Action|Drama|War
3521,Mystery Train (1989),Comedy|Drama
3524,Arthur (1981),Comedy|Romance
3525,Bachelor Party (1984),Comedy
3526,Parenthood (1989),Comedy|Drama
3527,Predator (1987),Action|Sci-Fi|Thriller
3534,28 Days (2000),Drama
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
3536,Keeping the Faith (2000),Comedy|Drama|Romance
3545,Cabaret (1972),Drama|Musical
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
3548,Auntie Mame (1958),Comedy|Drama
3550,The Hunger (1983),Horror
3551,Marathon Man (1976),Crime|Drama|Thriller
3552,Caddyshack (1980),Comedy
3555,U-571 (2000),Action|Thriller|War
3559,Limelight (1952),Comedy|Drama|Romance
3565,Where the Heart Is (2000),Comedy|Drama
3572,Carnosaur (1993),Horror|Sci-Fi
3577,Two Moon Junction (1988),Drama|Romance
3578,Gladiator (2000),Action|Adventure|Drama
3581,Human Traffic (1999),Comedy
3584,Breathless (1983),Action|Drama|Romance|Thriller
3587,Inferno (1980),Horror
3591,Mr. Mom (1983),Comedy|Drama
3593,Battlefield Earth (2000),Action|Sci-Fi
3594,Center Stage (2000),Drama|Musical
3598,Hamlet (2000),Crime|Drama|Romance|Thriller
3599,Anchors Aweigh (1945),Comedy|Musical
3604,Gypsy (1962),Musical
3606,On the Town (1949),Comedy|Musical|Romance
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
3614,Honeymoon in Vegas (1992),Comedy|Romance
3615,Dinosaur (2000),Adventure|Animation|Children
3617,Road Trip (2000),Comedy
3618,Small Time Crooks (2000),Comedy|Crime
3623,Mission: Impossible II (2000),Action|Adventure|Thriller
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western
3627,Carnival of Souls (1962),Horror|Thriller
3632,Monsieur Verdoux (1947),Comedy|Crime
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
3634,Seven Days in May (1964),Thriller
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
3646,Big Momma's House (2000),Comedy
3649,American Gigolo (1980),Drama
3658,Quatermass and the Pit (1967),Horror|Sci-Fi
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller
3668,Romeo and Juliet (1968),Drama|Romance
3669,Stay Tuned (1992),Comedy
3671,Blazing Saddles (1974),Comedy|Western
3675,White Christmas (1954),Comedy|Musical|Romance
3676,Eraserhead (1977),Drama|Horror
3677,Baraka (1992),Documentary
3682,Magnum Force (1973),Action|Crime|Drama|Thriller
3683,Blood Simple (1984),Crime|Drama|Film-Noir
3686,Flatliners (1990),Horror|Sci-Fi|Thriller
3688,Porky's (1982),Comedy
3689,Porky's II: The Next Day (1983),Comedy
3690,Porky's Revenge (1985),Comedy
3692,Class of Nuke 'Em High (1986),Comedy|Horror
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller
3697,Predator 2 (1990),Action|Sci-Fi|Thriller
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
3702,Mad Max (1979),Action|Adventure|Sci-Fi
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
3705,Bird on a Wire (1990),Action|Comedy|Romance
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
3708,Firestarter (1984),Horror|Thriller
3709,Sleepwalkers (1992),Horror
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller
3714,Clara's Heart (1988),Drama
3720,Sunshine (1999),Drama
3723,Hamlet (1990),Drama
3725,American Pop (1981),Animation|Musical
3726,Assault on Precinct 13 (1976),Action|Thriller
3727,Near Dark (1987),Horror|Western
3729,Shaft (1971),Action|Crime|Drama|Thriller
3731,Cutter's Way (1981),Drama|Thriller
3735,Serpico (1973),Crime|Drama
3739,Trouble in Paradise (1932),Comedy|Romance
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3741,Badlands (1973),Crime|Drama|Thriller
3742,Battleship Potemkin (1925),Drama|War
3743,Boys and Girls (2000),Comedy|Romance
3744,Shaft (2000),Action|Crime|Thriller
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
3751,Chicken Run (2000),Animation|Children|Comedy
3752,"Me, Myself & Irene (2000)",Adventure|Comedy
3758,Communion (1989),Drama|Sci-Fi|Thriller
3763,F/X (1986),Action|Crime|Thriller
3766,Missing in Action (1984),Action|War
3767,Missing in Action 2: The Beginning (1985),Action|War
3768,Braddock: Missing in Action III (1988),Action|War
3769,Thunderbolt and Lightfoot (1974),Action
3771,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy
3773,House Party (1990),Comedy
3774,House Party 2 (1991),Comedy|Drama|Romance
3785,Scary Movie (2000),Comedy|Horror
3786,But I'm a Cheerleader (1999),Comedy
3791,Footloose (1984),Drama
3793,X-Men (2000),Action|Adventure|Sci-Fi
3798,What Lies Beneath (2000),Drama|Horror|Mystery
3799,Pokémon the Movie 2000 (2000),Animation|Children
3801,Anatomy of a Murder (1959),Drama|Mystery
3807,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy
3809,What About Bob? (1991),Comedy
3811,Breaker Morant (1980),Drama|War
3813,Interiors (1978),Drama
3814,Love and Death (1975),Comedy
3819,Tampopo (1985),Comedy
3821,Nutty Professor II: The Klumps (2000),Comedy
3823,Wonderland (1999),Drama
3824,Autumn in New York (2000),Drama|Romance
3825,Coyote Ugly (2000),Comedy|Drama|Romance
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3834,Bronco Billy (1980),Adventure|Drama|Romance
3836,Kelly's Heroes (1970),Action|Comedy|War
3837,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller
3838,Phantasm III: Lord of the Dead (1994),Horror
3839,Phantasm IV: Oblivion (1998),Horror
3840,Pumpkinhead (1988),Horror
3841,Air America (1990),Action|Comedy
3843,Sleepaway Camp (1983),Horror
3844,Steel Magnolias (1989),Drama
3871,Shane (1953),Drama|Western
3872,"Suddenly, Last Summer (1959)",Drama
3873,Cat Ballou (1965),Comedy|Western
3877,Supergirl (1984),Action|Adventure|Fantasy
3882,Bring It On (2000),Comedy
3897,Almost Famous (2000),Drama
3898,Bait (2000),Action|Comedy
3906,Under Suspicion (2000),Crime|Thriller
3908,Urban Legends: Final Cut (2000),Horror
3910,Dancer in the Dark (2000),Drama|Musical
3911,Best in Show (2000),Comedy
3916,Remember the Titans (2000),Drama
3917,Hellraiser (1987),Horror
3918,Hellbound: Hellraiser II (1988),Horror
3919,Hellraiser III: Hell on Earth (1992),Horror
3925,Stranger Than Paradise (1984),Comedy|Drama
3927,Fantastic Voyage (1966),Adventure|Sci-Fi
3939,Slumber Party Massacre II (1987),Horror
3940,Slumber Party Massacre III (1990),Horror
3943,Bamboozled (2000),Comedy
3946,Get Carter (2000),Action|Drama|Thriller
3947,Get Carter (1971),Action|Crime|Drama|Thriller
3948,Meet the Parents (2000),Comedy
3949,Requiem for a Dream (2000),Drama
3966,Detour (1945),Crime|Film-Noir
3967,Billy Elliot (2000),Drama
3968,Bedazzled (2000),Comedy
3969,Pay It Forward (2000),Drama
3973,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller
3977,Charlie's Angels (2000),Action|Comedy
3979,Little Nicky (2000),Comedy
3980,Men of Honor (2000),Drama
3981,Red Planet (2000),Action|Sci-Fi|Thriller
3984,Diamonds Are Forever (1971),Action|Adventure|Thriller
3987,Bounce (2000),Drama|Romance
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy
3991,102 Dalmatians (2000),Children|Comedy
3993,Quills (2000),Drama|Romance
3994,Unbreakable (2000),Drama|Sci-Fi
3997,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy
3998,Proof of Life (2000),Drama
3999,Vertical Limit (2000),Action|Adventure
4003,She's Having a Baby (1988),Comedy
4007,Wall Street (1987),Drama
4008,Born on the Fourth of July (1989),Drama|War
4009,Talk Radio (1988),Drama
4010,Brewster's Millions (1985),Comedy
4011,Snatch (2000),Comedy|Crime|Thriller
4012,Punchline (1988),Comedy|Drama
4014,Chocolat (2000),Drama|Romance
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
4018,What Women Want (2000),Comedy|Romance
4019,Finding Forrester (2000),Drama
4021,Before Night Falls (2000),Drama
4022,Cast Away (2000),Drama
4025,Miss Congeniality (2000),Comedy|Crime
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4030,Dracula 2000 (2000),Horror
4033,Thirteen Days (2000),Drama|Thriller|War
4034,Traffic (2000),Crime|Drama|Thriller
4039,Annie (1982),Children|Musical
4040,Don't Tell Mom the Babysitter's Dead (1991),Comedy
4047,Gettysburg (1993),Drama|War
4052,Antitrust (2001),Crime|Drama|Thriller
4053,Double Take (2001),Action|Comedy
4054,Save the Last Dance (2001),Drama|Romance
4062,Mystic Pizza (1988),Comedy|Drama|Romance
4064,Coffy (1973),Action|Crime|Thriller
4065,Foxy Brown (1974),Action|Crime|Drama
4068,Sugar & Spice (2001),Comedy
4079,Amazon Women on the Moon (1987),Comedy|Sci-Fi
4082,Barfly (1987),Comedy|Drama|Romance
4084,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
4091,Can't Buy Me Love (1987),Comedy|Romance
4092,Cherry 2000 (1987),Romance|Sci-Fi
4102,Eddie Murphy Raw (1987),Comedy|Documentary
4103,Empire of the Sun (1987),Action|Adventure|Drama|War
4104,Ernest Goes to Camp (1987),Comedy
4109,Flowers in the Attic (1987),Drama|Thriller
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
4124,Jaws: The Revenge (1987),Horror|Thriller
4126,Less Than Zero (1987),Drama
4127,"Like Father, Like Son (1987)",Comedy
4131,Making Mr. Right (1987),Comedy|Romance|Sci-Fi
4132,Mannequin (1987),Comedy|Romance
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi
4139,No Man's Land (1987),Crime|Drama
4141,Head Over Heels (2001),Comedy|Romance
4143,Valentine (2001),Horror|Mystery
4148,Hannibal (2001),Horror|Thriller
4154,Recess: School's Out (2001),Animation|Children
4155,Sweet November (2001),Drama|Romance
4158,Monkeybone (2001),Animation|Comedy|Fantasy
4159,3000 Miles to Graceland (2001),Action|Thriller
4167,15 Minutes (2001),Thriller
4187,Lilies of the Field (1963),Drama
4191,Alfie (1966),Comedy|Drama|Romance
4200,Double Impact (1991),Action
4204,Losin' It (1983),Comedy
4205,Mermaids (1990),Comedy|Drama|Romance
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
4211,Reversal of Fortune (1990),Drama
4212,Death on the Nile (1978),Crime|Mystery
4214,Revenge of the Nerds (1984),Comedy
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy
4218,River's Edge (1986),Crime|Drama
4223,Enemy at the Gates (2001),Drama|War
4224,Exit Wounds (2001),Action|Thriller
4226,Memento (2000),Mystery|Thriller
4228,Heartbreakers (2001),Comedy|Crime|Romance
4232,Spy Kids (2001),Action|Adventure|Children|Comedy
4233,Tomcats (2001),Comedy
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
4239,Blow (2001),Crime|Drama
4240,Just Visiting (2001),Comedy|Fantasy
4241,Pokémon 3: The Movie (2001),Animation|Children
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
4248,Josie and the Pussycats (2001),Comedy
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
4262,Scarface (1983),Action|Crime|Drama
4265,Driven (2001),Action|Thriller
4273,Under the Sand (2000),Drama
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi
4282,Fellini Satyricon (1969),Drama|Fantasy
4284,Frankie and Johnny (1966),Comedy
4285,Frankie and Johnny (1991),Comedy|Romance
4296,Love Story (1970),Drama|Romance
4305,Angel Eyes (2001),Romance|Thriller
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4310,Pearl Harbor (2001),Action|Drama|Romance|War
4321,City Slickers (1991),Comedy|Western
4322,Eight Men Out (1988),Drama
4326,Mississippi Burning (1988),Crime|Drama|Thriller
4329,Rio Bravo (1959),Western
4333,Throw Momma from the Train (1987),Comedy|Crime
4334,Yi Yi (2000),Drama
4338,Twelve O'Clock High (1949),Drama|War
4342,Big Eden (2000),Drama|Romance
4343,Evolution (2001),Comedy|Sci-Fi
4344,Swordfish (2001),Action|Crime|Drama
4349,Catch-22 (1970),Comedy|War
4351,Point Break (1991),Action|Crime|Thriller
4355,Youngblood (1986),Action|Drama
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance
4361,Tootsie (1982),Comedy|Romance
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
4367,Lara Croft: Tomb Raider (2001),Action|Adventure
4368,Dr. Dolittle 2 (2001),Comedy
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
4371,Baby Boy (2001),Crime|Drama
4374,Let It Snow (1999),Comedy|Romance
4378,Sexy Beast (2000),Crime|Drama
4386,Cats & Dogs (2001),Children|Comedy
4387,Kiss of the Dragon (2001),Action
4388,Scary Movie 2 (2001),Comedy
4389,Lost and Delirious (2001),Drama
4392,Alice (1990),Comedy|Drama|Fantasy|Romance
4393,Another Woman (1988),Drama
4397,Cannonball Run II (1984),Action|Comedy
4407,Salvador (1986),Drama|Thriller|War
4408,September (1987),Drama
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller
4410,Something Wild (1986),Comedy|Crime|Drama
4419,All That Heaven Allows (1955),Drama|Romance
4426,Kiss Me Deadly (1955),Film-Noir
4432,Sweet Smell of Success (1957),Drama|Film-Noir
4433,Written on the Wind (1956),Drama
4436,Obsession (1976),Mystery|Thriller
4437,Suspiria (1977),Horror
4441,Game of Death (1978),Action
4443,Outland (1981),Action|Sci-Fi|Thriller
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
4447,Legally Blonde (2001),Comedy|Romance
4450,Bully (2001),Crime|Drama|Thriller
4454,More (1998),Animation|Drama|Sci-Fi|IMAX
4466,Above the Law (1988),Action|Crime|Drama
4470,Ariel (1988),Drama
4471,Arthur 2: On the Rocks (1988),Comedy|Romance
4474,Beaches (1988),Comedy|Drama|Musical
4476,Big Business (1988),Comedy
4483,Caddyshack II (1988),Comedy
4487,Cocktail (1988),Drama|Romance
4488,Colors (1988),Action|Crime|Drama
4489,Coming to America (1988),Comedy|Romance
4492,Critters (1986),Comedy|Sci-Fi
4499,Dirty Rotten Scoundrels (1988),Comedy
4500,Drowning by Numbers (1988),Comedy|Drama
4502,Ernest Saves Christmas (1988),Children|Comedy
4506,Frantic (1988),Crime|Mystery|Thriller
4508,Gorillas in the Mist (1988),Drama
4516,Johnny Be Good (1988),Comedy
4518,The Lair of the White Worm (1988),Comedy|Horror
4521,Little Nikita (1988),Drama
4522,Masquerade (1988),Mystery|Romance|Thriller
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi
4531,Red Heat (1988),Action
4537,Running on Empty (1988),Drama
4544,Short Circuit 2 (1988),Comedy|Sci-Fi
4545,Short Circuit (1986),Comedy|Sci-Fi
4553,They Live (1988),Action|Sci-Fi|Thriller
4557,Tucker: The Man and His Dream (1988),Drama
4558,Twins (1988),Comedy
4562,Without a Clue (1988),Comedy|Mystery
4564,Always (1989),Drama|Fantasy|Romance
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
4572,Black Rain (1989),Action|Crime|Drama
4574,Blind Fury (1989),Action|Thriller
4577,Casualties of War (1989),Drama|War
4578,Chances Are (1989),Comedy|Romance
4580,Cyborg (1989),Action|Sci-Fi
4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi
4591,Erik the Viking (1989),Adventure|Comedy|Fantasy
4593,Family Business (1989),Comedy
4595,Fat Man and Little Boy (1989),Drama
4602,Harlem Nights (1989),Comedy|Crime|Romance
4603,Her Alibi (1989),Comedy|Romance
4613,K-9 (1989),Action|Comedy|Crime
4614,Kickboxer (1989),Action
4615,Last Exit to Brooklyn (1989),Drama
4621,Look Who's Talking (1989),Comedy|Romance
4622,Loverboy (1989),Comedy
4623,Major League (1989),Comedy
4624,Meet the Feebles (1989),Animation|Comedy|Musical
4626,Miracle Mile (1989),Drama|Romance|Sci-Fi
4628,New York Stories (1989),Comedy|Drama
4629,Next of Kin (1989),Action|Crime|Thriller
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
4639,America's Sweethearts (2001),Comedy|Romance
4640,Brother (2000),Action|Crime|Thriller
4641,Ghost World (2001),Comedy|Drama
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
4645,Cure (1997),Crime|Horror|Thriller
4649,Wet Hot American Summer (2001),Comedy
4654,Road House (1989),Action|Drama
4658,Santa Sangre (1989),Drama|Horror|Mystery|Thriller
4661,Sea of Love (1989),Crime|Drama|Thriller
4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller
4677,Turner & Hooch (1989),Comedy|Crime
4678,UHF (1989),Comedy
4679,Uncle Buck (1989),Comedy
4686,Weekend at Bernie's II (1993),Adventure|Comedy
4697,Basket Case (1982),Comedy|Horror
4699,Original Sin (2001),Drama|Romance|Thriller
4701,Rush Hour 2 (2001),Action|Comedy
4703,Chocolat (1988),Drama
4709,Paint Your Wagon (1969),Comedy|Musical|Western
4713,Altered States (1980),Drama|Sci-Fi
4714,Any Which Way You Can (1980),Comedy
4718,American Pie 2 (2001),Comedy
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller
4722,All Over the Guy (2001),Comedy
4725,Session 9 (2001),Horror|Thriller
4727,Captain Corelli's Mandolin (2001),Drama|Romance|War
4728,Rat Race (2001),Comedy
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller
4736,Summer Catch (2001),Comedy|Drama|Romance
4744,Jeepers Creepers (2001),Horror
4745,O (2001),Drama
4748,3 Ninjas (1992),Action|Children|Comedy
4749,3 Ninjas Kick Back (1994),Action|Children|Comedy
4750,3 Ninjas Knuckle Up (1995),Action|Children
4771,Hardball (2001),Drama
4772,Dinner Rush (2000),Drama
4774,Big Trouble (2002),Comedy|Crime
4776,Training Day (2001),Crime|Drama|Thriller
4787,Little Man Tate (1991),Drama
4789,Phantom of the Paradise (1974),Comedy|Fantasy|Horror|Musical|Thriller
4794,Opera (1987),Crime|Horror|Mystery
4795,Father Goose (1964),Adventure|Comedy|Romance|War
4798,Indiscreet (1958),Comedy|Romance
4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime
4800,King Solomon's Mines (1937),Action|Adventure|Drama|Romance|Thriller
4802,Operation Petticoat (1959),Action|Comedy|Romance|War
4803,Play Misty for Me (1971),Drama|Thriller
4804,Pocketful of Miracles (1961),Comedy|Drama
4809,Silkwood (1983),Drama
4811,Quadrophenia (1979),Drama|Musical
4812,SpaceCamp (1986),Adventure|Sci-Fi
4813,When Worlds Collide (1951),Sci-Fi
4814,Don't Say a Word (2001),Thriller
4816,Zoolander (2001),Comedy
4821,Joy Ride (2001),Adventure|Thriller
4822,Max Keeble's Big Move (2001),Children|Comedy
4823,Serendipity (2001),Comedy|Romance
4830,Brubaker (1980),Crime|Drama
4835,Coal Miner's Daughter (1980),Drama
4844,Bandits (2001),Comedy|Crime|Romance
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
4855,Dirty Harry (1971),Action|Crime|Thriller
4857,Fiddler on the Roof (1971),Drama|Musical
4863,Female Trouble (1975),Comedy|Crime
4865,From Hell (2001),Crime|Horror|Mystery|Thriller
4867,Riding in Cars with Boys (2001),Comedy|Drama
4871,Focus (2001),Drama
4873,Waking Life (2001),Animation|Drama|Fantasy
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4877,Better Than Sex (2000),Comedy|Romance
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4880,Life as a House (2001),Drama
4885,Domestic Disturbance (2001),Thriller
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4888,Tape (2001),Drama
4889,Heist (2001),Crime|Drama
4890,Shallow Hal (2001),Comedy|Fantasy|Romance
4893,When a Stranger Calls (1979),Horror|Thriller
4899,Black Knight (2001),Adventure|Comedy|Fantasy
4901,Spy Game (2001),Action|Crime|Drama|Thriller
4903,In the Bedroom (2001),Drama
4911,Jabberwocky (1977),Adventure|Comedy|Fantasy
4912,Funny Girl (1968),Drama|Musical|Romance
4916,Midway (1976),Drama|War
4917,MacArthur (1977),Drama
4919,Subway (1985),Crime|Drama|Romance|Thriller
4920,"Now, Voyager (1942)",Drama|Romance
4921,Little Women (1933),Drama|Romance
4932,Dressed to Kill (1980),Mystery|Thriller
4936,Fame (1980),Drama|Musical
4941,Flash Gordon (1980),Action|Adventure|Sci-Fi
4951,Lord of the Flies (1990),Adventure|Drama|Thriller
4957,Sudden Impact (1983),Crime|Thriller
4958,Behind Enemy Lines (2001),Action|Drama|War
4963,Ocean's Eleven (2001),Crime|Thriller
4967,No Man's Land (2001),Drama|War
4969,And Then There Were None (1945),Crime|Mystery
4974,Not Another Teen Movie (2001),Comedy
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4976,Iris (2001),Drama
4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi
4981,Clockwise (1986),Comedy
4988,White Water Summer (1987),Adventure
4989,How High (2001),Comedy
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
4992,Kate & Leopold (2001),Comedy|Romance
5007,Topkapi (1964),Adventure|Comedy|Thriller
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller
5009,Ali (2001),Drama
5010,Black Hawk Down (2001),Action|Drama|War
5011,Charlotte Gray (2001),Drama|Romance
5012,Yentl (1983),Drama|Musical|Romance
5014,I Am Sam (2001),Drama
5015,Monster's Ball (2001),Drama|Romance
5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller
5025,Orange County (2002),Comedy
5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller
5039,Dragonslayer (1981),Action|Adventure|Fantasy
5040,Conan the Destroyer (1984),Action|Adventure|Fantasy
5041,Fire and Ice (1983),Animation|Fantasy
5046,Impostor (2002),Action|Drama|Sci-Fi|Thriller
5048,Snow Dogs (2002),Adventure|Children|Comedy
5049,48 Hrs. (1982),Action|Comedy|Crime|Drama
5054,Brainstorm (1983),Sci-Fi|Thriller
5055,Dragon: The Bruce Lee Story (1993),Action|Drama
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5071,Maelström (2000),Drama|Romance
5072,Metropolis (2001),Animation|Sci-Fi
5075,Waydowntown (2000),Comedy
5081,Birthday Girl (2001),Drama|Romance
5092,Big Fat Liar (2002),Children|Comedy
5093,Collateral Damage (2002),Action|Thriller
5094,Rollerball (2002),Action|Sci-Fi
5096,Baby's Day Out (1994),Comedy
5102,Rookie of the Year (1993),Comedy|Fantasy
5105,Don't Look Now (1973),Drama|Horror|Thriller
5106,Crossroads (2002),Comedy|Musical|Romance
5107,Hart's War (2002),Drama|War
5108,John Q (2002),Crime|Drama|Thriller
5109,Return to Never Land (2002),Adventure|Animation|Children
5110,Super Troopers (2001),Comedy|Crime|Mystery
5120,Sleuth (1972),Comedy|Mystery|Thriller
5121,Stroszek (1977),Comedy|Drama
5127,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller
5128,Queen of the Damned (2002),Fantasy|Horror
5134,Mean Machine (2001),Comedy|Drama
5151,40 Days and 40 Nights (2002),Comedy|Romance
5152,We Were Soldiers (2002),Action|Drama|War
5187,Hopscotch (1980),Comedy
5205,Motel Hell (1980),Comedy|Horror
5218,Ice Age (2002),Adventure|Animation|Children|Comedy
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
5220,Showtime (2002),Action|Comedy
5222,Kissing Jessica Stein (2001),Comedy|Romance
5226,All the Right Moves (1983),Drama|Romance
5237,Taps (1981),Drama
5240,Running Scared (1980),Action|Drama
5246,Smokey and the Bandit II (1980),Action|Comedy
5247,Smokey and the Bandit (1977),Action|Comedy
5250,Stir Crazy (1980),Comedy
5254,Blade II (2002),Action|Horror|Thriller
5255,Sorority Boys (2002),Comedy
5264,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller
5266,Panic Room (2002),Thriller
5275,Boxcar Bertha (1972),Drama
5282,High Crimes (2002),Thriller
5283,National Lampoon's Van Wilder (2002),Comedy
5284,Crush (2001),Comedy|Romance
5293,Changing Lanes (2002),Drama|Thriller
5294,Frailty (2001),Crime|Drama|Thriller
5299,My Big Fat Greek Wedding (2002),Comedy|Romance
5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western
5303,Joe Versus the Volcano (1990),Comedy|Romance
5312,Murder by Numbers (2002),Crime|Thriller
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller
5323,Jason X (2002),Horror|Sci-Fi|Thriller
5324,Life or Something Like It (2002),Comedy|Romance
5328,Rain (2001),Drama|Romance
5333,Bob le Flambeur (1955),Crime|Drama
5334,Cadillac Man (1990),Comedy|Crime
5339,Husbands and Wives (1992),Comedy|Drama
5346,Wild Orchid (1990),Drama|Romance
5348,Hollywood Ending (2002),Comedy|Drama
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
