,movieId,title,genres,movie_vector
683,2017,Babes in Toyland (1961),"['Children', 'Fantasy', 'Musical']",[0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
684,2018,Bambi (1942),"['Animation', 'Children', 'Drama']",[0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
685,2020,Dangerous Liaisons (1988),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
686,2021,Dune (1984),"['Adventure', 'Sci-Fi']",[1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
687,2025,Lolita (1997),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
688,2026,Disturbing Behavior (1998),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
689,2028,Saving Private Ryan (1998),"['Action', 'Drama', 'War']",[0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0]
690,2036,Blank Check (1994),"['Children', 'Comedy']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
691,2042,D2: The Mighty Ducks (1994),"['Children', 'Comedy']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
692,2046,Flight of the Navigator (1986),"['Adventure', 'Children', 'Sci-Fi']",[1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
693,2050,Herbie Goes Bananas (1980),"['Adventure', 'Children', 'Comedy']",[1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
694,2051,Herbie Goes to Monte Carlo (1977),"['Adventure', 'Children', 'Comedy']",[1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
695,2052,Hocus Pocus (1993),"['Children', 'Comedy', 'Fantasy', 'Horror']",[0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
696,2053,"Honey, I Blew Up the Kid (1992)","['Children', 'Comedy', 'Sci-Fi']",[0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
697,2054,"Honey, I Shrunk the Kids (1989)","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",[1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
698,2060,BASEketball (1998),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
699,2064,Roger & Me (1989),['Documentary'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
700,2066,Out of the Past (1947),['Film-Noir'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
701,2067,Doctor Zhivago (1965),"['Drama', 'Romance', 'War']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
702,2076,Blue Velvet (1986),"['Drama', 'Mystery', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0]
703,2080,Lady and the Tramp (1955),"['Animation', 'Children', 'Comedy', 'Romance']",[0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
704,2084,Newsies (1992),"['Children', 'Musical']",[0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
705,2087,Peter Pan (1953),"['Animation', 'Children', 'Fantasy', 'Musical']",[0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
706,2088,Popeye (1980),"['Adventure', 'Comedy', 'Musical']",[1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
707,2091,Return from Witch Mountain (1978),"['Children', 'Sci-Fi']",[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
708,2093,Return to Oz (1985),"['Adventure', 'Children', 'Fantasy']",[1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
709,2096,Sleeping Beauty (1959),"['Animation', 'Children', 'Musical']",[0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
710,2097,Something Wicked This Way Comes (1983),"['Children', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",[0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0]
711,2099,Song of the South (1946),"['Adventure', 'Animation', 'Children', 'Musical']",[1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
712,2100,Splash (1984),"['Comedy', 'Fantasy', 'Romance']",[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
713,2102,Steamboat Willie (1928),"['Animation', 'Children', 'Comedy', 'Musical']",[0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
714,2105,Tron (1982),"['Action', 'Adventure', 'Sci-Fi']",[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
715,2106,Swing Kids (1993),"['Drama', 'War']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
716,2115,Indiana Jones and the Temple of Doom (1984),"['Action', 'Adventure', 'Fantasy']",[1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
717,2119,Maximum Overdrive (1986),['Horror'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
718,2120,Needful Things (1993),"['Drama', 'Horror']",[0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0]
719,2121,Cujo (1983),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
720,2122,Children of the Corn (1984),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
721,2123,All Dogs Go to Heaven (1989),"['Animation', 'Children', 'Comedy', 'Drama', 'Fantasy']",[0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
722,2126,Snake Eyes (1998),"['Action', 'Crime', 'Mystery', 'Thriller']",[0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0]
723,2132,Who's Afraid of Virginia Woolf? (1966),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
724,2133,Adventures in Babysitting (1987),"['Adventure', 'Comedy']",[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
725,2134,Weird Science (1985),"['Comedy', 'Fantasy', 'Sci-Fi']",[0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
726,2135,Doctor Dolittle (1967),"['Adventure', 'Children', 'Musical']",[1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
727,2137,Charlotte's Web (1973),"['Animation', 'Children']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
728,2138,Watership Down (1978),"['Adventure', 'Animation', 'Children', 'Drama', 'Fantasy']",[1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
729,2143,Legend (1985),"['Adventure', 'Fantasy', 'Romance']",[1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
730,2144,Sixteen Candles (1984),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
731,2145,Pretty in Pink (1986),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
732,2146,St. Elmo's Fire (1985),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
733,2148,House (1986),"['Comedy', 'Fantasy', 'Horror']",[0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
734,2149,House II: The Second Story (1987),"['Comedy', 'Fantasy', 'Horror']",[0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
735,2152,Air Bud: Golden Receiver (1998),"['Children', 'Comedy']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
736,2159,Henry: Portrait of a Serial Killer (1986),"['Crime', 'Horror', 'Thriller']",[0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0]
737,2160,Rosemary's Baby (1968),"['Drama', 'Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0]
738,2163,Attack of the Killer Tomatoes! (1978),"['Comedy', 'Horror']",[0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
739,2164,Surf Nazis Must Die (1987),"['Action', 'Comedy', 'Drama', 'Horror']",[0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0]
740,2166,Return to Paradise (1998),"['Crime', 'Drama', 'Romance', 'Thriller']",[0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0]
741,2167,Blade (1998),"['Action', 'Horror', 'Thriller']",[0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0]
742,2170,Wrongfully Accused (1998),"['Action', 'Comedy']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
743,2174,Beetlejuice (1988),"['Comedy', 'Fantasy']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
744,2175,Déjà Vu (1997),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
745,2176,Rope (1948),"['Crime', 'Drama', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0]
746,2177,Family Plot (1976),"['Comedy', 'Thriller']",[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
747,2178,Frenzy (1972),['Thriller'],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
748,2179,Topaz (1969),['Thriller'],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
749,2180,Torn Curtain (1966),['Thriller'],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
750,2181,Marnie (1964),"['Drama', 'Mystery', 'Romance', 'Thriller']",[0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0]
751,2185,I Confess (1953),['Thriller'],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
752,2186,Strangers on a Train (1951),"['Crime', 'Drama', 'Film-Noir', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0]
753,2187,Stage Fright (1950),"['Mystery', 'Romance', 'Thriller']",[0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0]
754,2193,Willow (1988),"['Action', 'Adventure', 'Fantasy']",[1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
755,2196,Knock Off (1998),['Action'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
756,2202,Lifeboat (1944),"['Drama', 'War']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
757,2203,Shadow of a Doubt (1943),"['Crime', 'Drama', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0]
758,2204,Saboteur (1942),"['Mystery', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0]
759,2205,Mr. & Mrs. Smith (1941),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
760,2206,Suspicion (1941),"['Film-Noir', 'Mystery', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0]
761,2207,Jamaica Inn (1939),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
762,2210,Sabotage (1936),['Thriller'],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
763,2211,Secret Agent (1936),['Thriller'],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
764,2231,Rounders (1998),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
765,2232,Cube (1997),"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0]
766,2241,Class (1983),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
767,2243,Broadcast News (1987),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
768,2245,Working Girl (1988),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
769,2247,Married to the Mob (1988),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
770,2248,Say Anything... (1989),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
771,2252,Hero (1992),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
772,2253,Toys (1992),"['Comedy', 'Fantasy']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
773,2256,Parasite (1982),"['Horror', 'Sci-Fi']",[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0]
774,2261,One Crazy Summer (1986),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
775,2262,About Last Night... (1986),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
776,2264,We're No Angels (1989),"['Comedy', 'Crime']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
777,2267,Mortal Thoughts (1991),"['Mystery', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0]
778,2269,Indecent Proposal (1993),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
779,2272,One True Thing (1998),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
780,2273,Rush Hour (1998),"['Action', 'Comedy', 'Crime', 'Thriller']",[0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
781,2275,Six-String Samurai (1998),"['Action', 'Adventure', 'Sci-Fi']",[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
782,2278,Ronin (1998),"['Action', 'Crime', 'Thriller']",[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
783,2279,Urban Legend (1998),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
784,2282,Pecker (1998),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
785,2287,Them! (1954),"['Horror', 'Sci-Fi', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0]
786,2290,Stardust Memories (1980),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
787,2291,Edward Scissorhands (1990),"['Drama', 'Fantasy', 'Romance']",[0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
788,2294,Antz (1998),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",[1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
789,2297,What Dreams May Come (1998),"['Adventure', 'Drama', 'Fantasy', 'Romance']",[1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
790,2301,History of the World: Part I (1981),"['Comedy', 'Musical']",[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
791,2302,My Cousin Vinny (1992),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
792,2303,Nashville (1975),"['Drama', 'Musical']",[0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0]
793,2306,Holy Man (1998),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
794,2312,Children of a Lesser God (1986),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
795,2316,Practical Magic (1998),"['Drama', 'Fantasy', 'Mystery', 'Romance']",[0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0]
796,2318,Happiness (1998),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
797,2320,Apt Pupil (1998),"['Drama', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
798,2321,Pleasantville (1998),"['Comedy', 'Drama', 'Fantasy']",[0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
799,2322,Soldier (1998),"['Action', 'Sci-Fi', 'War']",[0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0]
800,2325,Orgazmo (1997),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
801,2327,Tales from the Darkside: The Movie (1990),"['Fantasy', 'Horror', 'Thriller']",[0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
802,2328,Vampires (1998),"['Horror', 'Western']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0]
803,2329,American History X (1998),"['Crime', 'Drama']",[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0]
804,2336,Elizabeth (1998),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
805,2337,Velvet Goldmine (1998),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
806,2338,I Still Know What You Did Last Summer (1998),"['Horror', 'Mystery', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0]
807,2340,Meet Joe Black (1998),['Romance'],[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
808,2344,Runaway Train (1985),"['Action', 'Adventure', 'Drama', 'Thriller']",[1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0]
809,2348,Sid and Nancy (1986),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
810,2350,Heart Condition (1990),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
811,2353,Enemy of the State (1998),"['Action', 'Thriller']",[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
812,2356,Celebrity (1998),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
813,2361,Pink Flamingos (1972),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
814,2366,King Kong (1933),"['Action', 'Adventure', 'Fantasy', 'Horror']",[1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0]
815,2367,King Kong (1976),"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",[1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
816,2368,King Kong Lives (1986),"['Adventure', 'Sci-Fi']",[1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
817,2369,Desperately Seeking Susan (1985),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
818,2371,Fletch (1985),"['Comedy', 'Crime', 'Mystery']",[0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0]
819,2372,Fletch Lives (1989),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
820,2373,Red Sonja (1985),"['Action', 'Adventure', 'Fantasy']",[1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
821,2377,Lifeforce (1985),"['Horror', 'Sci-Fi']",[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0]
822,2378,Police Academy (1984),"['Comedy', 'Crime']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
823,2379,Police Academy 2: Their First Assignment (1985),"['Comedy', 'Crime']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
824,2380,Police Academy 3: Back in Training (1986),"['Comedy', 'Crime']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
825,2381,Police Academy 4: Citizens on Patrol (1987),"['Comedy', 'Crime']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
826,2383,Police Academy 6: City Under Siege (1989),"['Comedy', 'Crime']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
827,2384,Babe: Pig in the City (1998),"['Adventure', 'Children', 'Drama']",[1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
828,2389,Psycho (1998),"['Crime', 'Horror', 'Thriller']",[0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0]
829,2392,Jack Frost (1998),"['Children', 'Comedy', 'Drama']",[0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
830,2393,Star Trek: Insurrection (1998),"['Action', 'Drama', 'Romance', 'Sci-Fi']",[0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0]
831,2395,Rushmore (1998),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
832,2396,Shakespeare in Love (1998),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
833,2398,Miracle on 34th Street (1947),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
834,2399,Santa Claus: The Movie (1985),"['Adventure', 'Children', 'Fantasy']",[1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
835,2401,Pale Rider (1985),['Western'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
836,2402,Rambo: First Blood Part II (1985),"['Action', 'Adventure', 'Thriller']",[1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
837,2404,Rambo III (1988),"['Action', 'Adventure', 'Thriller', 'War']",[1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0]
838,2406,Romancing the Stone (1984),"['Action', 'Adventure', 'Comedy', 'Romance']",[1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
839,2407,Cocoon (1985),"['Comedy', 'Sci-Fi']",[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
840,2408,Cocoon: The Return (1988),"['Comedy', 'Sci-Fi']",[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
841,2409,Rocky II (1979),"['Action', 'Drama']",[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
842,2410,Rocky III (1982),"['Action', 'Drama']",[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
843,2411,Rocky IV (1985),"['Action', 'Drama']",[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
844,2412,Rocky V (1990),"['Action', 'Drama']",[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
845,2413,Clue (1985),"['Comedy', 'Crime', 'Mystery', 'Thriller']",[0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0]
846,2414,Young Sherlock Holmes (1985),"['Action', 'Adventure', 'Children', 'Fantasy', 'Mystery', 'Thriller']",[1 0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]
847,2416,Back to School (1986),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
848,2418,Nothing in Common (1986),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
849,2419,Extremities (1986),"['Drama', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
850,2424,You've Got Mail (1998),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
851,2429,Mighty Joe Young (1998),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller']",[1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0]
852,2430,Mighty Joe Young (1949),"['Adventure', 'Children', 'Drama']",[1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
853,2431,Patch Adams (1998),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
854,2432,Stepmom (1998),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
855,2436,Tea with Mussolini (1999),"['Comedy', 'Drama', 'War']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
856,2447,Varsity Blues (1999),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
857,2448,Virus (1999),"['Horror', 'Sci-Fi']",[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0]
858,2450,Howard the Duck (1986),"['Adventure', 'Comedy', 'Sci-Fi']",[1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
859,2457,Running Scared (1986),"['Action', 'Comedy']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
860,2463,Ruthless People (1986),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
861,2468,Jumpin' Jack Flash (1986),"['Action', 'Comedy', 'Romance', 'Thriller']",[0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
862,2469,Peggy Sue Got Married (1986),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
863,2470,Crocodile Dundee (1986),"['Adventure', 'Comedy']",[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
864,2471,Crocodile Dundee II (1988),"['Action', 'Adventure', 'Comedy']",[1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
865,2476,Heartbreak Ridge (1986),"['Action', 'War']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]
866,2478,¡Three Amigos! (1986),"['Comedy', 'Western']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
867,2485,She's All That (1999),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
868,2488,Peeping Tom (1960),"['Drama', 'Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0]
