,userId,movieId,user_vector,movie_vector,og_rating,pred_rating
2123,105,3916,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2124,105,3967,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2125,105,3977,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2126,105,4310,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2127,105,4728,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2128,105,4734,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2129,105,4823,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2130,105,4878,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],5.0,3.877005347593583
2131,105,4886,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2132,105,4974,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.0,3.877005347593583
2133,105,5378,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2134,105,5507,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2135,105,5816,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2136,105,6281,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2137,105,6373,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2138,105,7361,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],5.0,3.877005347593583
2139,105,8033,[4.38888889 4.28947368 3.87700535 4.06716418],[1. 0. 0. 0.],4.0,4.388888888888889
2140,105,8197,[4.38888889 4.28947368 3.87700535 4.06716418],[1. 0. 0. 0.],4.0,4.388888888888889
2141,105,8360,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2142,105,8636,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2143,105,8917,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],1.5,3.877005347593583
2144,105,8950,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2145,105,32587,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.5,3.877005347593583
2146,105,33493,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2147,105,33794,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2148,105,48304,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2149,105,48385,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.5,3.877005347593583
2150,105,53322,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2151,105,53519,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],5.0,3.877005347593583
2152,105,54001,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2153,105,56367,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2154,105,57669,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2155,105,59315,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2156,105,60072,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.0,3.877005347593583
2157,105,60950,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2158,105,63992,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.0,3.877005347593583
2159,105,69757,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],5.0,3.877005347593583
2160,105,70286,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2161,105,74458,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],5.0,3.877005347593583
2162,105,75341,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2163,105,76093,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],5.0,3.877005347593583
2164,105,77455,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],5.0,3.877005347593583
2165,105,81562,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.0,3.877005347593583
2166,105,81591,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.5,3.877005347593583
2167,105,83803,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.5,3.877005347593583
2168,105,84152,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.5,4.067164179104478
2169,105,84156,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],4.5,3.877005347593583
2170,105,88125,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.0,4.067164179104478
2171,105,92535,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.5,4.067164179104478
2172,105,96606,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],5.0,4.067164179104478
2173,105,97752,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.0,4.067164179104478
2174,105,99114,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.0,4.067164179104478
2175,105,102602,[4.38888889 4.28947368 3.87700535 4.06716418],[1. 0. 0. 0.],4.0,4.388888888888889
2176,105,104374,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],5.0,4.067164179104478
2177,105,105593,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],5.0,4.067164179104478
2178,105,106696,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],3.5,3.877005347593583
2179,105,106920,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],5.0,4.067164179104478
2180,105,116411,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.5,4.067164179104478
2181,105,117444,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],3.0,4.067164179104478
2182,105,117851,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],3.5,4.067164179104478
2183,105,119145,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.0,4.067164179104478
2184,105,120625,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.5,4.067164179104478
2185,105,122882,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.0,4.067164179104478
2186,105,130970,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 1. 0.],5.0,3.877005347593583
2187,105,134326,[4.38888889 4.28947368 3.87700535 4.06716418],[1. 0. 0. 0.],4.5,4.388888888888889
2188,105,141818,[4.38888889 4.28947368 3.87700535 4.06716418],[1. 0. 0. 0.],4.5,4.388888888888889
2189,105,141836,[4.38888889 4.28947368 3.87700535 4.06716418],[1. 0. 0. 0.],4.5,4.388888888888889
2190,105,152591,[4.38888889 4.28947368 3.87700535 4.06716418],[0. 0. 0. 1.],4.0,4.067164179104478
2191,106,45722,[0.         0.         4.25       4.33333333],[0. 0. 1. 0.],5.0,4.25
2192,106,69844,[0.         0.         4.25       4.33333333],[0. 0. 1. 0.],5.0,4.25
2193,106,72998,[0.         0.         4.25       4.33333333],[0. 0. 1. 0.],5.0,4.25
2194,106,85414,[0.         0.         4.25       4.33333333],[0. 0. 0. 1.],3.0,4.333333333333333
2195,107,104,[4.         3.88888889 0.         0.        ],[0. 1. 0. 0.],3.0,3.888888888888889
2196,107,296,[4.         3.88888889 0.         0.        ],[0. 1. 0. 0.],3.0,3.888888888888889
2197,107,316,[4.         3.88888889 0.         0.        ],[0. 1. 0. 0.],3.0,3.888888888888889
2198,107,349,[4.         3.88888889 0.         0.        ],[0. 1. 0. 0.],4.0,3.888888888888889
2199,107,434,[4.         3.88888889 0.         0.        ],[0. 1. 0. 0.],3.0,3.888888888888889
2200,108,508,[3.66666667 3.9375     3.8        5.        ],[0. 1. 0. 0.],4.0,3.9375
2201,108,1917,[3.66666667 3.9375     3.8        5.        ],[0. 1. 0. 0.],2.0,3.9375
2202,108,4159,[3.66666667 3.9375     3.8        5.        ],[0. 0. 1. 0.],2.0,3.8
2203,108,4246,[3.66666667 3.9375     3.8        5.        ],[0. 0. 1. 0.],5.0,3.8
2204,108,4639,[3.66666667 3.9375     3.8        5.        ],[0. 0. 1. 0.],3.0,3.8
2205,108,5011,[3.66666667 3.9375     3.8        5.        ],[0. 0. 1. 0.],4.0,3.8
2206,108,5445,[3.66666667 3.9375     3.8        5.        ],[0. 0. 1. 0.],5.0,3.8
2207,108,5881,[3.66666667 3.9375     3.8        5.        ],[1. 0. 0. 0.],5.0,3.6666666666666665
2208,108,5989,[3.66666667 3.9375     3.8        5.        ],[0. 0. 1. 0.],5.0,3.8
2209,109,21,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2210,109,34,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2211,109,151,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],4.0,3.230769230769231
2212,109,175,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],5.0,3.230769230769231
2213,109,252,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2214,109,256,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2215,109,377,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2216,109,380,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2217,109,432,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2218,109,440,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2219,109,480,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2220,109,485,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],2.0,3.230769230769231
2221,109,524,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2222,109,589,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2223,109,778,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],4.0,3.230769230769231
2224,109,1020,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2225,109,1021,[3.         3.23076923 0.         3.        ],[0. 1. 0. 0.],3.0,3.230769230769231
2226,110,1193,[4.375  3.6875 3.625  0.    ],[1. 0. 0. 0.],4.0,4.375
2227,110,2028,[4.375  3.6875 3.625  0.    ],[0. 1. 0. 0.],3.5,3.6875
2228,110,3462,[4.375  3.6875 3.625  0.    ],[1. 0. 0. 0.],3.5,4.375
2229,110,7173,[4.375  3.6875 3.625  0.    ],[0. 0. 1. 0.],3.0,3.625
2230,110,46578,[4.375  3.6875 3.625  0.    ],[0. 0. 1. 0.],3.5,3.625
2231,110,47629,[4.375  3.6875 3.625  0.    ],[0. 0. 1. 0.],4.5,3.625
2232,111,5,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.5,3.389830508474576
2233,111,65,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.5,3.389830508474576
2234,111,203,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.5,3.389830508474576
2235,111,1566,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.5,3.389830508474576
2236,111,1569,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.5,3.389830508474576
2237,111,1702,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],4.0,3.389830508474576
2238,111,2174,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],4.5,3.389830508474576
2239,111,2485,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],4.0,3.389830508474576
2240,111,2539,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.0,3.389830508474576
2241,111,2572,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],4.0,3.389830508474576
2242,111,2581,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],4.0,3.389830508474576
2243,111,2694,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.0,3.389830508474576
2244,111,2717,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],2.5,3.389830508474576
2245,111,3052,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],5.0,3.389830508474576
2246,111,3175,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.5,3.389830508474576
2247,111,3247,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.5,3.389830508474576
2248,111,3897,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2249,111,3948,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],1.0,3.163157894736842
2250,111,4054,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],2.5,3.163157894736842
2251,111,4068,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2252,111,4148,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],0.5,3.163157894736842
2253,111,4367,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.5,3.163157894736842
2254,111,4816,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2255,111,4974,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],1.0,3.163157894736842
2256,111,6287,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.5,3.163157894736842
2257,111,6297,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.5,3.163157894736842
2258,111,6503,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.5,3.163157894736842
2259,111,6944,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],4.0,3.389830508474576
2260,111,6952,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],0.5,3.163157894736842
2261,111,7438,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2262,111,7451,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2263,111,8641,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2264,111,8984,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2265,111,31685,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.5,3.163157894736842
2266,111,31696,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2267,111,32598,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2268,111,40815,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2269,111,42725,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2270,111,45666,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2271,111,46970,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],5.0,3.163157894736842
2272,111,47640,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.5,3.163157894736842
2273,111,48322,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],5.0,3.163157894736842
2274,111,48385,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],2.5,3.163157894736842
2275,111,52281,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2276,111,53993,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],2.0,3.163157894736842
2277,111,54190,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2278,111,55276,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2279,111,56805,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],2.5,3.163157894736842
2280,111,59022,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2281,111,59784,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],2.5,3.163157894736842
2282,111,60756,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],5.0,3.163157894736842
2283,111,62155,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2284,111,66203,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],2.5,3.163157894736842
2285,111,68554,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2286,111,68954,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2287,111,72998,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],2.0,3.163157894736842
2288,111,74275,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],2.5,3.163157894736842
2289,111,76251,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.5,3.163157894736842
2290,111,76293,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2291,111,79132,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.5,3.163157894736842
2292,111,79134,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],5.0,3.163157894736842
2293,111,79428,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],3.0,3.163157894736842
2294,111,81229,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.0,3.163157894736842
2295,111,86293,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 1. 0. 0.],3.5,3.389830508474576
2296,111,86833,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.5,3.6092436974789917
2297,111,86880,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],3.0,3.6092436974789917
2298,111,88405,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],3.0,3.6092436974789917
2299,111,94478,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.0,3.6092436974789917
2300,111,99114,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.0,3.6092436974789917
2301,111,106916,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],3.5,3.6092436974789917
2302,111,108156,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],3.5,3.6092436974789917
2303,111,112788,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],2.5,3.6092436974789917
2304,111,115149,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.5,3.6092436974789917
2305,111,119141,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.5,3.6092436974789917
2306,111,119145,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],5.0,3.6092436974789917
2307,111,121372,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 1. 0.],4.5,3.163157894736842
2308,111,129354,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],2.5,3.6092436974789917
2309,111,135436,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],2.5,3.6092436974789917
2310,111,135887,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],3.5,3.6092436974789917
2311,111,140715,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.5,3.6092436974789917
2312,111,148652,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],3.0,3.6092436974789917
2313,111,149352,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.0,3.6092436974789917
2314,111,151739,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.0,3.6092436974789917
2315,111,156609,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],2.0,3.6092436974789917
2316,111,159093,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.5,3.6092436974789917
2317,111,161580,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.5,3.6092436974789917
2318,111,166461,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.5,3.6092436974789917
2319,111,166534,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],0.5,3.6092436974789917
2320,111,167036,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.0,3.6092436974789917
2321,111,167746,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],3.5,3.6092436974789917
2322,111,170817,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.0,3.6092436974789917
2323,111,170897,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],2.0,3.6092436974789917
2324,111,180265,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],4.5,3.6092436974789917
2325,111,184015,[3.75       3.38983051 3.16315789 3.6092437 ],[0. 0. 0. 1.],3.5,3.6092436974789917
2326,112,6,[0.         2.72       4.1        4.16666667],[0. 1. 0. 0.],4.5,2.72
2327,112,16,[0.         2.72       4.1        4.16666667],[0. 1. 0. 0.],4.5,2.72
2328,112,39,[0.         2.72       4.1        4.16666667],[0. 1. 0. 0.],0.5,2.72
2329,112,104,[0.         2.72       4.1        4.16666667],[0. 1. 0. 0.],4.0,2.72
2330,112,208,[0.         2.72       4.1        4.16666667],[0. 1. 0. 0.],2.5,2.72
2331,112,329,[0.         2.72       4.1        4.16666667],[0. 1. 0. 0.],2.5,2.72
2332,112,778,[0.         2.72       4.1        4.16666667],[0. 1. 0. 0.],3.5,2.72
2333,112,1356,[0.         2.72       4.1        4.16666667],[0. 1. 0. 0.],4.0,2.72
2334,113,903,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],4.0,4.285714285714286
2335,113,916,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],5.0,4.285714285714286
2336,113,1129,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],4.0,3.048780487804878
2337,113,1232,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],2.0,4.285714285714286
2338,113,1265,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],3.0,3.048780487804878
2339,113,1286,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],4.0,4.285714285714286
2340,113,1380,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],3.0,4.285714285714286
2341,113,1393,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],1.0,3.048780487804878
2342,113,1721,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],4.0,3.048780487804878
2343,113,1735,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],2.0,3.048780487804878
2344,113,2067,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],5.0,4.285714285714286
2345,113,2424,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],3.0,3.048780487804878
2346,113,3044,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],3.0,3.048780487804878
2347,113,3451,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],5.0,4.285714285714286
2348,113,3504,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],4.0,4.285714285714286
2349,113,3668,[4.28571429 3.04878049 1.5        0.        ],[1. 0. 0. 0.],5.0,4.285714285714286
2350,113,4007,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],4.0,3.048780487804878
2351,113,4126,[4.28571429 3.04878049 1.5        0.        ],[0. 1. 0. 0.],4.0,3.048780487804878
2352,114,1136,[0.         4.         3.45454545 3.7       ],[1. 0. 0. 0.],3.5,0.0
2353,114,5816,[0.         4.         3.45454545 3.7       ],[0. 0. 1. 0.],4.0,3.4545454545454546
2354,114,60069,[0.         4.         3.45454545 3.7       ],[0. 0. 1. 0.],3.5,3.4545454545454546
2355,114,88125,[0.         4.         3.45454545 3.7       ],[0. 0. 0. 1.],2.5,3.7
2356,115,368,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],4.0,3.6222222222222222
2357,115,383,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],2.0,3.6222222222222222
2358,115,592,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],5.0,3.6222222222222222
2359,115,595,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],4.0,3.6222222222222222
2360,115,1200,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],5.0,3.6222222222222222
2361,115,1266,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],5.0,3.6222222222222222
2362,115,1379,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],5.0,3.6222222222222222
2363,115,1562,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],2.0,3.6222222222222222
2364,115,1923,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],5.0,3.6222222222222222
2365,115,2701,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],2.0,3.6222222222222222
2366,115,2723,[4.5        3.62222222 4.14285714 5.        ],[0. 1. 0. 0.],4.0,3.6222222222222222
2367,115,2921,[4.5        3.62222222 4.14285714 5.        ],[1. 0. 0. 0.],5.0,4.5
2368,115,3037,[4.5        3.62222222 4.14285714 5.        ],[1. 0. 0. 0.],5.0,4.5
2369,115,3751,[4.5        3.62222222 4.14285714 5.        ],[0. 0. 1. 0.],3.0,4.142857142857143
2370,115,3793,[4.5        3.62222222 4.14285714 5.        ],[0. 0. 1. 0.],5.0,4.142857142857143
2371,116,356,[3.33333333 3.47142857 4.1        3.5       ],[0. 1. 0. 0.],4.0,3.4714285714285715
2372,116,500,[3.33333333 3.47142857 4.1        3.5       ],[0. 1. 0. 0.],3.0,3.4714285714285715
