,movieId,era_vector
753,3086,[1. 0. 0. 0.]
754,2018,[1. 0. 0. 0.]
755,2020,[0. 1. 0. 0.]
756,2021,[0. 0. 0. 1.]
757,7842,[0. 0. 0. 1.]
758,2025,[1. 0. 0. 0.]
759,2729,[1. 0. 0. 0.]
760,2026,[0. 1. 0. 0.]
761,2028,[0. 1. 0. 0.]
762,2036,[0. 1. 0. 0.]
763,2042,[0. 1. 0. 0.]
764,2046,[0. 1. 0. 0.]
765,2050,[1. 0. 0. 0.]
766,2051,[1. 0. 0. 0.]
767,2052,[0. 1. 0. 0.]
768,2053,[0. 1. 0. 0.]
769,2054,[0. 1. 0. 0.]
770,2060,[0. 1. 0. 0.]
771,2064,[0. 1. 0. 0.]
772,2066,[1. 0. 0. 0.]
773,2067,[1. 0. 0. 0.]
774,2076,[0. 1. 0. 0.]
775,2080,[1. 0. 0. 0.]
776,2084,[0. 0. 0. 1.]
777,2087,[1. 0. 0. 0.]
778,7164,[1. 0. 0. 0.]
779,74089,[1. 0. 0. 0.]
780,2088,[1. 0. 0. 0.]
781,2091,[1. 0. 0. 0.]
782,2093,[0. 1. 0. 0.]
783,2096,[1. 0. 0. 0.]
784,2097,[0. 1. 0. 0.]
785,2099,[1. 0. 0. 0.]
786,2100,[0. 1. 0. 0.]
787,2102,[1. 0. 0. 0.]
788,2105,[0. 1. 0. 0.]
789,2106,[0. 0. 0. 1.]
790,2115,[0. 1. 0. 0.]
791,2119,[0. 1. 0. 0.]
792,2120,[0. 1. 0. 0.]
793,2121,[0. 1. 0. 0.]
794,2122,[0. 1. 0. 0.]
795,2123,[0. 1. 0. 0.]
796,2126,[0. 1. 0. 0.]
797,2132,[1. 0. 0. 0.]
798,2133,[0. 1. 0. 0.]
799,2134,[0. 1. 0. 0.]
800,2135,[0. 1. 0. 0.]
801,2137,[0. 0. 1. 0.]
802,49647,[0. 0. 1. 0.]
803,2138,[1. 0. 0. 0.]
804,2143,[0. 1. 0. 0.]
805,141688,[0. 1. 0. 0.]
806,2144,[0. 1. 0. 0.]
807,2145,[0. 1. 0. 0.]
808,2146,[0. 1. 0. 0.]
809,2148,[0. 1. 0. 0.]
810,2149,[0. 1. 0. 0.]
811,2152,[0. 1. 0. 0.]
812,2159,[0. 1. 0. 0.]
813,2160,[1. 0. 0. 0.]
814,2163,[1. 0. 0. 0.]
815,2164,[0. 1. 0. 0.]
816,2166,[0. 1. 0. 0.]
817,2167,[0. 1. 0. 0.]
818,2170,[0. 1. 0. 0.]
819,2174,[0. 1. 0. 0.]
820,2175,[0. 0. 1. 0.]
821,2176,[1. 0. 0. 0.]
822,2177,[1. 0. 0. 0.]
823,2178,[1. 0. 0. 0.]
824,2179,[1. 0. 0. 0.]
825,2180,[1. 0. 0. 0.]
826,2181,[1. 0. 0. 0.]
827,2185,[1. 0. 0. 0.]
828,2186,[1. 0. 0. 0.]
829,2187,[1. 0. 0. 0.]
830,2193,[0. 1. 0. 0.]
831,2196,[0. 1. 0. 0.]
832,2202,[1. 0. 0. 0.]
833,2203,[1. 0. 0. 0.]
834,2204,[1. 0. 0. 0.]
835,2205,[0. 0. 1. 0.]
836,33679,[0. 0. 1. 0.]
837,2206,[1. 0. 0. 0.]
838,2207,[1. 0. 0. 0.]
839,2210,[1. 0. 0. 0.]
840,2211,[1. 0. 0. 0.]
841,2231,[0. 1. 0. 0.]
842,2232,[0. 1. 0. 0.]
843,2241,[0. 1. 0. 0.]
844,2243,[0. 1. 0. 0.]
845,2245,[0. 1. 0. 0.]
846,2247,[0. 1. 0. 0.]
847,2248,[0. 1. 0. 0.]
848,2252,[0. 0. 1. 0.]
849,2253,[0. 1. 0. 0.]
850,2256,[0. 0. 0. 1.]
851,2261,[0. 1. 0. 0.]
852,2262,[0. 1. 0. 0.]
853,2264,[1. 0. 0. 0.]
854,32469,[1. 0. 0. 0.]
855,2267,[0. 1. 0. 0.]
856,2269,[0. 1. 0. 0.]
857,2272,[0. 1. 0. 0.]
858,2273,[0. 1. 0. 0.]
859,2275,[0. 1. 0. 0.]
860,2278,[0. 1. 0. 0.]
861,2279,[0. 1. 0. 0.]
862,2282,[0. 1. 0. 0.]
863,2287,[1. 0. 0. 0.]
864,2290,[1. 0. 0. 0.]
865,2291,[0. 1. 0. 0.]
866,2294,[0. 1. 0. 0.]
867,2297,[0. 1. 0. 0.]
868,2301,[0. 1. 0. 0.]
869,2302,[0. 1. 0. 0.]
870,2303,[1. 0. 0. 0.]
871,2306,[0. 1. 0. 0.]
872,2312,[0. 1. 0. 0.]
873,2316,[0. 1. 0. 0.]
874,2318,[0. 1. 0. 0.]
875,2320,[0. 1. 0. 0.]
876,2321,[0. 1. 0. 0.]
877,2322,[0. 1. 0. 0.]
878,2325,[0. 1. 0. 0.]
879,2327,[0. 1. 0. 0.]
880,2328,[0. 1. 0. 0.]
881,2329,[0. 1. 0. 0.]
882,2336,[0. 1. 0. 0.]
883,2337,[0. 1. 0. 0.]
884,2338,[0. 1. 0. 0.]
885,2340,[0. 1. 0. 0.]
886,2344,[0. 1. 0. 0.]
887,2348,[0. 1. 0. 0.]
888,2350,[0. 1. 0. 0.]
889,2353,[0. 1. 0. 0.]
890,2356,[0. 1. 0. 0.]
891,2361,[1. 0. 0. 0.]
892,2366,[1. 0. 0. 0.]
893,2367,[1. 0. 0. 0.]
894,41569,[1. 0. 0. 0.]
895,2368,[0. 1. 0. 0.]
896,2369,[0. 1. 0. 0.]
897,2371,[0. 1. 0. 0.]
898,2372,[0. 1. 0. 0.]
899,2373,[0. 1. 0. 0.]
900,2377,[0. 1. 0. 0.]
901,2378,[0. 1. 0. 0.]
902,2379,[0. 1. 0. 0.]
903,2380,[0. 1. 0. 0.]
904,2381,[0. 1. 0. 0.]
905,2383,[0. 1. 0. 0.]
906,2384,[0. 1. 0. 0.]
907,2392,[0. 1. 0. 0.]
908,2393,[0. 1. 0. 0.]
909,2395,[0. 1. 0. 0.]
910,2396,[0. 1. 0. 0.]
911,2399,[0. 1. 0. 0.]
912,2401,[0. 1. 0. 0.]
913,2402,[0. 1. 0. 0.]
914,2404,[0. 1. 0. 0.]
915,2406,[0. 1. 0. 0.]
916,2407,[0. 1. 0. 0.]
917,2408,[0. 1. 0. 0.]
918,2409,[1. 0. 0. 0.]
919,2410,[0. 1. 0. 0.]
920,2411,[0. 1. 0. 0.]
921,2412,[0. 1. 0. 0.]
922,2413,[0. 1. 0. 0.]
923,2414,[0. 1. 0. 0.]
924,2416,[0. 1. 0. 0.]
925,2418,[0. 1. 0. 0.]
926,2419,[0. 1. 0. 0.]
927,2424,[0. 1. 0. 0.]
928,2429,[0. 1. 0. 0.]
929,2430,[0. 1. 0. 0.]
930,2431,[0. 1. 0. 0.]
931,2432,[0. 1. 0. 0.]
932,2436,[0. 1. 0. 0.]
933,2447,[0. 1. 0. 0.]
934,2448,[0. 1. 0. 0.]
935,2450,[0. 1. 0. 0.]
936,2457,[0. 1. 0. 0.]
937,5240,[0. 1. 0. 0.]
938,43921,[0. 1. 0. 0.]
939,2463,[0. 1. 0. 0.]
940,2468,[0. 1. 0. 0.]
941,2469,[0. 1. 0. 0.]
942,2470,[0. 1. 0. 0.]
943,2471,[0. 1. 0. 0.]
944,2476,[0. 1. 0. 0.]
945,2478,[0. 1. 0. 0.]
946,2485,[0. 1. 0. 0.]
947,2488,[1. 0. 0. 0.]
948,2490,[0. 1. 0. 0.]
949,2496,[0. 1. 0. 0.]
950,2497,[0. 1. 0. 0.]
951,2500,[0. 1. 0. 0.]
952,2502,[0. 1. 0. 0.]
953,2505,[0. 1. 0. 0.]
954,2513,[0. 0. 0. 1.]
955,2514,[0. 1. 0. 0.]
956,2515,[0. 1. 0. 0.]
957,2517,[0. 0. 0. 1.]
958,2520,[1. 0. 0. 0.]
959,2521,[1. 0. 0. 0.]
960,2522,[1. 0. 0. 0.]
961,2525,[1. 0. 0. 0.]
962,2527,[1. 0. 0. 0.]
963,2528,[1. 0. 0. 0.]
964,2529,[1. 0. 0. 0.]
965,4643,[1. 0. 0. 0.]
966,2530,[1. 0. 0. 0.]
967,2531,[1. 0. 0. 0.]
968,2532,[1. 0. 0. 0.]
969,2533,[1. 0. 0. 0.]
970,2535,[1. 0. 0. 0.]
971,2539,[0. 1. 0. 0.]
972,2541,[0. 1. 0. 0.]
973,2551,[0. 1. 0. 0.]
974,2552,[0. 1. 0. 0.]
975,2558,[0. 1. 0. 0.]
976,2560,[0. 1. 0. 0.]
977,2572,[0. 1. 0. 0.]
978,2579,[0. 1. 0. 0.]
979,2580,[0. 1. 0. 0.]
980,2581,[0. 1. 0. 0.]
981,2587,[0. 0. 0. 1.]
982,2597,[0. 0. 0. 1.]
983,2599,[0. 1. 0. 0.]
984,2600,[0. 1. 0. 0.]
985,2605,[0. 1. 0. 0.]
986,2607,[0. 1. 0. 0.]
987,2612,[1. 0. 0. 0.]
988,86487,[1. 0. 0. 0.]
989,2613,[0. 1. 0. 0.]
990,2615,[0. 1. 0. 0.]
991,2616,[0. 1. 0. 0.]
992,2628,[0. 1. 0. 0.]
993,2640,[1. 0. 0. 0.]
994,2641,[1. 0. 0. 0.]
995,2642,[0. 1. 0. 0.]
996,2643,[0. 1. 0. 0.]
997,2644,[1. 0. 0. 0.]
998,6665,[1. 0. 0. 0.]
999,2648,[1. 0. 0. 0.]
1000,151559,[1. 0. 0. 0.]
1001,2651,[1. 0. 0. 0.]
1002,2656,[1. 0. 0. 0.]
1003,2661,[1. 0. 0. 0.]
1004,2664,[1. 0. 0. 0.]
1005,7001,[1. 0. 0. 0.]
1006,2668,[0. 1. 0. 0.]
1007,2671,[0. 1. 0. 0.]
1008,2676,[0. 1. 0. 0.]
1009,2677,[0. 1. 0. 0.]
1010,2683,[0. 1. 0. 0.]
1011,2687,[0. 1. 0. 0.]
1012,2694,[0. 1. 0. 0.]
1013,2699,[0. 1. 0. 0.]
1014,2701,[0. 1. 0. 0.]
1015,2706,[0. 1. 0. 0.]
1016,2707,[0. 1. 0. 0.]
1017,2712,[0. 1. 0. 0.]
1018,2713,[0. 1. 0. 0.]
1019,2717,[0. 1. 0. 0.]
1020,2718,[0. 1. 0. 0.]
1021,2720,[0. 1. 0. 0.]
1022,2722,[0. 1. 0. 0.]
1023,2723,[0. 1. 0. 0.]
1024,2724,[0. 1. 0. 0.]
1025,2727,[1. 0. 0. 0.]
1026,2728,[1. 0. 0. 0.]
1027,2730,[1. 0. 0. 0.]
1028,2737,[0. 0. 0. 1.]
1029,2743,[0. 0. 0. 1.]
1030,2746,[0. 1. 0. 0.]
1031,2748,[0. 1. 0. 0.]
1032,2750,[0. 1. 0. 0.]
1033,2759,[0. 1. 0. 0.]
1034,2770,[0. 1. 0. 0.]
1035,2787,[0. 1. 0. 0.]
1036,2789,[1. 0. 0. 0.]
1037,2791,[1. 0. 0. 0.]
1038,2792,[0. 1. 0. 0.]
1039,2795,[0. 1. 0. 0.]
1040,2796,[0. 1. 0. 0.]
1041,2797,[0. 1. 0. 0.]
1042,2798,[0. 1. 0. 0.]
1043,2799,[0. 1. 0. 0.]
1044,2800,[0. 1. 0. 0.]
1045,2802,[0. 1. 0. 0.]
1046,2805,[0. 1. 0. 0.]
1047,2806,[0. 1. 0. 0.]
1048,2807,[0. 1. 0. 0.]
1049,2808,[0. 1. 0. 0.]
1050,2810,[0. 1. 0. 0.]
1051,2815,[0. 1. 0. 0.]
1052,2816,[0. 1. 0. 0.]
1053,2840,[0. 1. 0. 0.]
1054,2841,[0. 1. 0. 0.]
1055,2847,[1. 0. 0. 0.]
1056,2857,[1. 0. 0. 0.]
1057,2858,[0. 1. 0. 0.]
1058,2860,[0. 1. 0. 0.]
1059,2861,[0. 1. 0. 0.]
1060,2862,[1. 0. 0. 0.]
1061,2867,[0. 1. 0. 0.]
1062,89030,[0. 1. 0. 0.]
1063,2870,[1. 0. 0. 0.]
1064,2871,[1. 0. 0. 0.]
1065,2872,[0. 1. 0. 0.]
1066,2875,[0. 1. 0. 0.]
1067,2876,[0. 1. 0. 0.]
1068,2878,[0. 1. 0. 0.]
1069,2881,[0. 1. 0. 0.]
1070,2888,[0. 1. 0. 0.]
1071,2890,[0. 1. 0. 0.]
1072,2894,[0. 1. 0. 0.]
1073,2899,[0. 0. 1. 0.]
1074,82854,[0. 0. 1. 0.]
1075,173873,[0. 0. 1. 0.]
1076,2900,[0. 1. 0. 0.]
1077,2901,[1. 0. 0. 0.]
1078,2902,[0. 1. 0. 0.]
1079,2903,[0. 1. 0. 0.]
1080,2907,[0. 1. 0. 0.]
1081,2908,[0. 1. 0. 0.]
1082,2915,[0. 1. 0. 0.]
1083,2916,[0. 1. 0. 0.]
1084,95875,[0. 1. 0. 0.]
1085,2917,[0. 1. 0. 0.]
1086,2918,[0. 1. 0. 0.]
1087,2921,[1. 0. 0. 0.]
1088,2926,[0. 0. 1. 0.]
1089,52975,[0. 0. 1. 0.]
1090,2927,[1. 0. 0. 0.]
1091,2929,[0. 1. 0. 0.]
1092,2930,[0. 0. 1. 0.]
1093,2932,[1. 0. 0. 0.]
1094,2936,[1. 0. 0. 0.]
1095,2939,[1. 0. 0. 0.]
1096,2940,[1. 0. 0. 0.]
1097,2942,[0. 1. 0. 0.]
1098,2943,[0. 1. 0. 0.]
1099,2946,[1. 0. 0. 0.]
1100,2947,[1. 0. 0. 0.]
1101,2948,[1. 0. 0. 0.]
1102,2949,[1. 0. 0. 0.]
1103,2953,[0. 1. 0. 0.]
1104,2956,[0. 1. 0. 0.]
1105,2959,[0. 1. 0. 0.]
1106,2962,[0. 0. 1. 0.]
1107,32598,[0. 0. 1. 0.]
1108,2964,[0. 1. 0. 0.]
1109,2968,[0. 1. 0. 0.]
1110,2970,[0. 1. 0. 0.]
1111,2971,[1. 0. 0. 0.]
1112,2973,[0. 1. 0. 0.]
1113,2974,[0. 1. 0. 0.]
1114,2976,[0. 1. 0. 0.]
1115,2985,[0. 1. 0. 0.]
1116,108945,[0. 1. 0. 0.]
1117,2986,[0. 1. 0. 0.]
1118,2989,[0. 1. 0. 0.]
1119,2990,[0. 1. 0. 0.]
1120,2991,[1. 0. 0. 0.]
1121,2993,[1. 0. 0. 0.]
1122,2995,[0. 1. 0. 0.]
1123,2996,[0. 1. 0. 0.]
1124,2997,[0. 1. 0. 0.]
1125,3007,[0. 1. 0. 0.]
1126,3008,[0. 0. 1. 0.]
1127,3010,[0. 1. 0. 0.]
1128,3013,[0. 1. 0. 0.]
1129,3015,[1. 0. 0. 0.]
1130,3016,[0. 1. 0. 0.]
1131,3017,[0. 1. 0. 0.]
1132,3018,[0. 1. 0. 0.]
1133,3019,[0. 1. 0. 0.]
1134,3020,[0. 1. 0. 0.]
1135,3024,[1. 0. 0. 0.]
1136,3029,[0. 1. 0. 0.]
1137,3030,[1. 0. 0. 0.]
1138,3033,[0. 1. 0. 0.]
1139,3034,[1. 0. 0. 0.]
1140,77866,[1. 0. 0. 0.]
1141,3037,[1. 0. 0. 0.]
1142,3039,[0. 1. 0. 0.]
1143,3040,[1. 0. 0. 0.]
1144,3044,[0. 1. 0. 0.]
1145,3052,[0. 1. 0. 0.]
1146,3054,[0. 1. 0. 0.]
1147,3055,[0. 1. 0. 0.]
1148,3056,[0. 0. 0. 1.]
1149,3061,[1. 0. 0. 0.]
1150,3063,[0. 1. 0. 0.]
1151,3066,[1. 0. 0. 0.]
1152,3071,[0. 1. 0. 0.]
1153,3072,[0. 1. 0. 0.]
1154,3074,[1. 0. 0. 0.]
1155,3075,[1. 0. 0. 0.]
1156,3076,[1. 0. 0. 0.]
1157,3079,[0. 1. 0. 0.]
1158,3081,[0. 1. 0. 0.]
1159,3087,[0. 1. 0. 0.]
1160,3088,[1. 0. 0. 0.]
1161,3091,[1. 0. 0. 0.]
1162,3094,[0. 1. 0. 0.]
1163,3099,[1. 0. 0. 0.]
1164,3101,[0. 1. 0. 0.]
1165,3102,[0. 1. 0. 0.]
1166,3104,[0. 1. 0. 0.]
1167,3105,[0. 1. 0. 0.]
1168,3107,[0. 1. 0. 0.]
1169,3113,[0. 1. 0. 0.]
1170,3114,[0. 1. 0. 0.]
1171,3129,[0. 1. 0. 0.]
1172,3146,[0. 1. 0. 0.]
1173,3155,[0. 1. 0. 0.]
1174,3156,[0. 1. 0. 0.]
1175,3157,[0. 1. 0. 0.]
1176,3159,[0. 1. 0. 0.]
1177,3160,[0. 1. 0. 0.]
1178,3165,[0. 1. 0. 0.]
1179,3167,[1. 0. 0. 0.]
1180,3168,[1. 0. 0. 0.]
1181,3171,[1. 0. 0. 0.]
1182,3173,[0. 1. 0. 0.]
1183,3174,[0. 1. 0. 0.]
1184,3175,[0. 1. 0. 0.]
1185,3177,[0. 0. 1. 0.]
1186,3179,[0. 1. 0. 0.]
1187,3181,[0. 1. 0. 0.]
1188,3186,[0. 1. 0. 0.]
1189,3189,[0. 0. 1. 0.]
1190,3196,[1. 0. 0. 0.]
1191,3198,[1. 0. 0. 0.]
1192,3201,[1. 0. 0. 0.]
1193,3203,[0. 1. 0. 0.]
1194,3210,[0. 1. 0. 0.]
1195,3213,[0. 1. 0. 0.]
1196,3219,[0. 1. 0. 0.]
1197,3225,[0. 0. 1. 0.]
1198,3243,[0. 1. 0. 0.]
1199,3246,[0. 1. 0. 0.]
1200,3247,[0. 1. 0. 0.]
1201,3248,[0. 1. 0. 0.]
1202,3250,[0. 1. 0. 0.]
1203,3252,[0. 1. 0. 0.]
1204,3253,[0. 1. 0. 0.]
1205,3254,[0. 1. 0. 0.]
1206,3256,[0. 1. 0. 0.]
1207,3258,[0. 1. 0. 0.]
1208,3259,[0. 1. 0. 0.]
1209,3260,[0. 1. 0. 0.]
1210,3261,[0. 1. 0. 0.]
1211,3262,[0. 1. 0. 0.]
1212,3263,[0. 1. 0. 0.]
1213,3268,[0. 1. 0. 0.]
1214,3269,[0. 1. 0. 0.]
1215,3272,[0. 1. 0. 0.]
1216,3273,[0. 0. 1. 0.]
1217,3274,[0. 1. 0. 0.]
1218,3286,[0. 0. 0. 1.]
1219,3294,[1. 0. 0. 0.]
1220,3298,[0. 0. 1. 0.]
1221,3300,[0. 0. 1. 0.]
1222,3307,[1. 0. 0. 0.]
1223,3326,[0. 0. 1. 0.]
1224,3328,[0. 1. 0. 0.]
1225,3330,[1. 0. 0. 0.]
1226,3334,[1. 0. 0. 0.]
1227,3341,[1. 0. 0. 0.]
1228,3342,[0. 1. 0. 0.]
1229,3354,[0. 0. 1. 0.]
1230,3361,[0. 1. 0. 0.]
1231,3362,[1. 0. 0. 0.]
1232,3363,[1. 0. 0. 0.]
1233,3370,[1. 0. 0. 0.]
1234,3385,[0. 1. 0. 0.]
1235,3386,[0. 1. 0. 0.]
1236,3387,[0. 1. 0. 0.]
1237,3388,[0. 1. 0. 0.]
1238,3389,[0. 1. 0. 0.]
1239,3392,[0. 1. 0. 0.]
1240,3394,[0. 1. 0. 0.]
1241,6044,[0. 1. 0. 0.]
1242,3400,[0. 1. 0. 0.]
1243,3408,[0. 0. 1. 0.]
1244,3409,[0. 0. 1. 0.]
1245,3418,[0. 1. 0. 0.]
1246,3420,[1. 0. 0. 0.]
1247,3421,[1. 0. 0. 0.]
1248,3422,[0. 1. 0. 0.]
1249,3424,[0. 1. 0. 0.]
1250,3426,[0. 1. 0. 0.]
1251,3430,[1. 0. 0. 0.]
1252,184931,[1. 0. 0. 0.]
1253,3432,[0. 1. 0. 0.]
1254,3433,[0. 1. 0. 0.]
1255,3435,[1. 0. 0. 0.]
1256,3436,[0. 1. 0. 0.]
1257,3438,[0. 1. 0. 0.]
1258,113348,[0. 1. 0. 0.]
1259,3439,[0. 1. 0. 0.]
1260,3440,[0. 1. 0. 0.]
1261,3441,[0. 1. 0. 0.]
1262,98239,[0. 1. 0. 0.]
1263,3444,[0. 1. 0. 0.]
1264,3448,[0. 1. 0. 0.]
1265,3450,[0. 1. 0. 0.]
1266,3451,[1. 0. 0. 0.]
1267,3452,[0. 0. 1. 0.]
1268,3461,[1. 0. 0. 0.]
1269,4951,[1. 0. 0. 0.]
1270,3462,[1. 0. 0. 0.]
1271,3466,[0. 1. 0. 0.]
1272,3467,[1. 0. 0. 0.]
1273,3470,[1. 0. 0. 0.]
1274,3471,[1. 0. 0. 0.]
1275,3476,[0. 1. 0. 0.]
1276,3477,[0. 1. 0. 0.]
1277,3479,[0. 1. 0. 0.]
1278,3481,[0. 0. 1. 0.]
1279,3489,[0. 1. 0. 0.]
1280,3494,[0. 0. 1. 0.]
1281,82459,[0. 0. 1. 0.]
1282,3498,[1. 0. 0. 0.]
1283,3499,[0. 1. 0. 0.]
1284,3504,[1. 0. 0. 0.]
1285,3505,[0. 1. 0. 0.]
1286,3510,[0. 0. 1. 0.]
1287,3512,[0. 0. 1. 0.]
1288,3513,[0. 0. 1. 0.]
1289,3519,[1. 0. 0. 0.]
1290,3521,[0. 1. 0. 0.]
1291,3524,[0. 1. 0. 0.]
1292,86293,[0. 1. 0. 0.]
1293,3525,[0. 1. 0. 0.]
1294,3526,[0. 1. 0. 0.]
1295,3527,[0. 1. 0. 0.]
1296,3534,[0. 0. 1. 0.]
1297,3535,[0. 0. 1. 0.]
1298,3536,[0. 0. 1. 0.]
1299,3545,[1. 0. 0. 0.]
1300,3546,[1. 0. 0. 0.]
1301,3548,[1. 0. 0. 0.]
1302,3550,[0. 1. 0. 0.]
1303,3551,[1. 0. 0. 0.]
1304,3552,[1. 0. 0. 0.]
1305,3555,[0. 0. 1. 0.]
1306,3559,[1. 0. 0. 0.]
1307,3565,[0. 0. 1. 0.]
1308,3572,[0. 1. 0. 0.]
1309,3577,[0. 1. 0. 0.]
1310,3578,[0. 0. 1. 0.]
1311,8132,[0. 0. 1. 0.]
1312,3581,[0. 1. 0. 0.]
1313,3584,[1. 0. 0. 0.]
1314,3587,[0. 1. 0. 0.]
1315,165101,[0. 1. 0. 0.]
1316,3591,[0. 1. 0. 0.]
1317,3593,[0. 0. 1. 0.]
1318,3594,[0. 1. 0. 0.]
1319,3599,[1. 0. 0. 0.]
1320,3604,[1. 0. 0. 0.]
1321,3606,[1. 0. 0. 0.]
1322,3608,[0. 1. 0. 0.]
1323,3614,[0. 1. 0. 0.]
1324,3615,[0. 0. 1. 0.]
1325,3617,[0. 0. 1. 0.]
1326,3618,[0. 0. 1. 0.]
1327,3623,[0. 0. 1. 0.]
1328,3624,[0. 0. 1. 0.]
1329,3627,[1. 0. 0. 0.]
1330,3632,[1. 0. 0. 0.]
1331,3633,[1. 0. 0. 0.]
1332,3634,[1. 0. 0. 0.]
1333,3638,[1. 0. 0. 0.]
1334,3646,[0. 0. 1. 0.]
1335,3649,[1. 0. 0. 0.]
1336,3658,[1. 0. 0. 0.]
1337,3660,[0. 1. 0. 0.]
1338,3661,[0. 1. 0. 0.]
1339,3662,[0. 1. 0. 0.]
1340,3663,[0. 1. 0. 0.]
1341,3664,[0. 1. 0. 0.]
1342,3668,[1. 0. 0. 0.]
1343,3669,[0. 1. 0. 0.]
1344,3671,[1. 0. 0. 0.]
1345,3675,[1. 0. 0. 0.]
1346,3676,[1. 0. 0. 0.]
1347,3677,[0. 1. 0. 0.]
1348,3682,[1. 0. 0. 0.]
1349,3683,[0. 1. 0. 0.]
1350,3686,[0. 1. 0. 0.]
1351,3688,[0. 1. 0. 0.]
1352,3689,[0. 1. 0. 0.]
1353,3690,[0. 1. 0. 0.]
1354,3692,[0. 1. 0. 0.]
1355,3696,[0. 1. 0. 0.]
1356,3697,[0. 1. 0. 0.]
1357,3699,[0. 1. 0. 0.]
1358,3702,[1. 0. 0. 0.]
1359,3704,[0. 1. 0. 0.]
1360,3705,[0. 1. 0. 0.]
1361,3706,[0. 1. 0. 0.]
1362,3708,[0. 1. 0. 0.]
1363,3709,[0. 1. 0. 0.]
1364,3710,[0. 1. 0. 0.]
1365,3714,[0. 1. 0. 0.]
1366,3720,[0. 0. 1. 0.]
1367,52328,[0. 0. 1. 0.]
1368,3725,[0. 1. 0. 0.]
1369,3726,[1. 0. 0. 0.]
1370,31420,[1. 0. 0. 0.]
1371,3727,[0. 1. 0. 0.]
1372,3729,[0. 0. 0. 1.]
1373,3744,[0. 0. 0. 1.]
1374,3731,[0. 1. 0. 0.]
1375,3735,[1. 0. 0. 0.]
1376,3739,[1. 0. 0. 0.]
1377,3740,[0. 1. 0. 0.]
1378,3741,[1. 0. 0. 0.]
1379,3742,[1. 0. 0. 0.]
1380,3743,[0. 0. 1. 0.]
1381,3745,[0. 0. 1. 0.]
1382,3751,[0. 0. 1. 0.]
1383,3752,[0. 0. 1. 0.]
1384,3758,[0. 1. 0. 0.]
1385,3763,[0. 1. 0. 0.]
1386,3766,[0. 1. 0. 0.]
1387,3767,[0. 1. 0. 0.]
1388,3768,[0. 1. 0. 0.]
1389,3769,[1. 0. 0. 0.]
1390,3771,[1. 0. 0. 0.]
1391,3773,[0. 1. 0. 0.]
1392,3774,[0. 1. 0. 0.]
1393,3785,[0. 0. 1. 0.]
1394,3786,[0. 0. 1. 0.]
1395,3791,[0. 1. 0. 0.]
1396,90343,[0. 1. 0. 0.]
1397,3793,[0. 0. 1. 0.]
1398,3798,[0. 0. 1. 0.]
1399,3799,[0. 1. 0. 0.]
1400,3801,[1. 0. 0. 0.]
1401,3807,[1. 0. 0. 0.]
1402,3809,[0. 1. 0. 0.]
1403,3811,[1. 0. 0. 0.]
1404,3813,[1. 0. 0. 0.]
1405,3814,[1. 0. 0. 0.]
1406,3819,[0. 1. 0. 0.]
1407,3821,[0. 0. 1. 0.]
1408,3823,[0. 0. 0. 1.]
1409,6868,[0. 0. 0. 1.]
1410,3824,[0. 0. 1. 0.]
1411,3825,[0. 0. 1. 0.]
1412,3826,[0. 0. 1. 0.]
1413,3827,[0. 0. 1. 0.]
1414,3834,[1. 0. 0. 0.]
1415,3836,[1. 0. 0. 0.]
1416,3837,[0. 1. 0. 0.]
1417,3838,[0. 1. 0. 0.]
1418,3839,[0. 1. 0. 0.]
1419,3840,[0. 1. 0. 0.]
1420,3841,[0. 1. 0. 0.]
1421,3843,[0. 1. 0. 0.]
1422,3844,[0. 1. 0. 0.]
1423,3871,[1. 0. 0. 0.]
1424,3872,[1. 0. 0. 0.]
1425,3873,[1. 0. 0. 0.]
1426,3877,[0. 1. 0. 0.]
1427,3882,[0. 0. 1. 0.]
1428,3897,[0. 0. 1. 0.]
1429,3898,[0. 0. 0. 1.]
1430,3906,[0. 0. 1. 0.]
1431,3908,[0. 0. 1. 0.]
1432,3910,[0. 0. 1. 0.]
1433,3911,[0. 0. 1. 0.]
1434,3916,[0. 0. 1. 0.]
1435,3917,[0. 1. 0. 0.]
1436,3918,[0. 1. 0. 0.]
1437,3919,[0. 1. 0. 0.]
1438,3925,[0. 1. 0. 0.]
1439,3927,[1. 0. 0. 0.]
1440,3939,[0. 1. 0. 0.]
1441,3940,[0. 1. 0. 0.]
1442,3943,[0. 0. 1. 0.]
1443,3946,[0. 0. 1. 0.]
1444,3947,[0. 0. 1. 0.]
1445,3948,[0. 0. 1. 0.]
1446,3949,[0. 0. 1. 0.]
1447,3966,[1. 0. 0. 0.]
1448,3967,[0. 0. 1. 0.]
1449,3968,[0. 0. 1. 0.]
1450,7708,[0. 0. 1. 0.]
1451,3969,[0. 0. 1. 0.]
1452,3973,[0. 0. 1. 0.]
1453,3977,[0. 0. 1. 0.]
1454,3979,[0. 0. 1. 0.]
1455,3980,[0. 0. 1. 0.]
1456,3981,[0. 0. 1. 0.]
1457,3984,[1. 0. 0. 0.]
1458,3987,[0. 0. 1. 0.]
1459,3990,[0. 0. 1. 0.]
1460,3991,[0. 0. 1. 0.]
1461,3993,[0. 0. 1. 0.]
1462,3994,[0. 0. 1. 0.]
1463,3997,[0. 0. 1. 0.]
